,,,heartbeat_id,heartbeat_id,heartbeat_start_sample,heartbeat_start_sample,heartbeat_end_sample,heartbeat_end_sample,q_peak_sample,q_peak_sample,b_point_sample,b_point_sample,rr_interval_ms,rr_interval_ms,heart_rate_bpm,heart_rate_bpm,pep_sample,pep_sample,pep_ms,pep_ms,nan_reason,nan_reason,error_per_sample_ms,absolute_error_per_sample_ms,absolute_relative_error_per_sample_percent
,,,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,metric,metric,metric
participant,phase,,,,,,,,,,,,,,,,,,,,,,,,
GDN0005,Pause,0,0,0,352,352,808,808,492,492,565,568,912.0,912.0,65.78947368421052,65.78947368421052,73,76,146.0,152.0,,,6.0,6.0,3.9473684210526314
GDN0005,Pause,1,1,1,808,808,1252,1252,948,948,1024,1025,874.0,874.0,68.64988558352402,68.64988558352402,76,77,152.0,154.0,,,2.0,2.0,1.2987012987012987
GDN0005,Pause,2,2,2,1252,1252,1686,1686,1385,1386,1460,1456,864.0,864.0,69.44444444444444,69.44444444444444,75,70,150.0,140.0,,,-10.0,10.0,7.142857142857142
GDN0005,Pause,3,3,3,1686,1686,2116,2115,1817,1817,1889,1888,858.0,858.0,69.93006993006993,69.93006993006993,72,71,144.0,142.0,,,-2.0,2.0,1.4084507042253522
GDN0005,Pause,4,4,4,2116,2115,2570,2570,2246,2246,2318,2293,936.0,936.0,64.1025641025641,64.1025641025641,72,47,144.0,94.0,,,-50.0,50.0,53.191489361702125
GDN0005,Pause,5,5,5,2570,2570,3036,3036,2714,2714,2788,2780,928.0,928.0,64.6551724137931,64.6551724137931,74,66,148.0,132.0,,,-16.0,16.0,12.121212121212121
GDN0005,Pause,6,6,6,3036,3036,3471,3471,3178,3178,3253,3254,840.0,840.0,71.42857142857143,71.42857142857143,75,76,150.0,152.0,,,2.0,2.0,1.3157894736842104
GDN0005,Pause,7,7,7,3471,3471,3890,3890,3598,3597,3678,3674,836.0,836.0,71.77033492822967,71.77033492822967,80,77,160.0,154.0,,,-6.0,6.0,3.896103896103896
GDN0005,Pause,8,8,8,3890,3890,4308,4308,4016,4016,4090,4093,838.0,838.0,71.59904534606206,71.59904534606206,74,77,148.0,154.0,,,6.0,6.0,3.896103896103896
GDN0005,Pause,9,9,9,4308,4308,4730,4730,4435,4435,4510,4512,846.0,846.0,70.92198581560284,70.92198581560284,75,77,150.0,154.0,,,4.0,4.0,2.5974025974025974
GDN0005,Pause,10,10,10,4730,4730,5150,5150,4858,4859,4937,4915,838.0,838.0,71.59904534606206,71.59904534606206,79,56,158.0,112.0,,,-46.0,46.0,41.07142857142857
GDN0005,Pause,11,11,11,5150,5150,5571,5571,5277,5278,5350,5337,842.0,842.0,71.25890736342043,71.25890736342043,73,59,146.0,118.0,,,-28.0,28.0,23.728813559322035
GDN0005,Pause,13,13,13,6013,6013,6480,6480,6152,6152,6223,6223,948.0,948.0,63.29113924050633,63.29113924050633,71,71,142.0,142.0,,,0.0,0.0,0.0
GDN0005,Pause,14,14,14,6480,6480,6954,6954,6626,6627,6697,6682,948.0,948.0,63.29113924050633,63.29113924050633,71,55,142.0,110.0,,,-32.0,32.0,29.09090909090909
GDN0005,Pause,15,15,15,6954,6954,7416,7416,7100,7100,7172,7145,912.0,912.0,65.78947368421052,65.78947368421052,72,45,144.0,90.0,,,-54.0,54.0,60.0
GDN0005,Pause,16,16,16,7416,7416,7852,7852,7556,7556,7630,7609,850.0,850.0,70.58823529411765,70.58823529411765,74,53,148.0,106.0,,,-42.0,42.0,39.62264150943396
GDN0005,Pause,17,17,17,7852,7852,8262,8262,7981,7981,8056,8040,804.0,804.0,74.62686567164178,74.62686567164178,75,59,150.0,118.0,,,-32.0,32.0,27.11864406779661
GDN0005,Pause,18,18,18,8262,8262,8657,8657,8383,8383,8456,8447,782.0,782.0,76.72634271099744,76.72634271099744,73,64,146.0,128.0,,,-18.0,18.0,14.0625
GDN0005,Pause,19,19,19,8657,8657,9047,9047,8774,8774,8846,8828,778.0,778.0,77.12082262210797,77.12082262210797,72,54,144.0,108.0,,,-36.0,36.0,33.33333333333333
GDN0005,Pause,20,20,20,9047,9047,9445,9445,9163,9163,9235,9201,806.0,806.0,74.44168734491315,74.44168734491315,72,38,144.0,76.0,,,-68.0,68.0,89.47368421052632
GDN0005,Pause,21,21,21,9445,9445,9854,9854,9566,9566,9637,9643,824.0,824.0,72.81553398058253,72.81553398058253,71,77,142.0,154.0,,,12.0,12.0,7.792207792207792
GDN0005,Pause,22,22,22,9854,9854,10259,10259,9978,9979,10051,10057,804.0,804.0,74.62686567164178,74.62686567164178,73,78,146.0,156.0,,,10.0,10.0,6.41025641025641
GDN0005,Pause,23,23,23,10259,10259,10683,10683,10380,10380,10456,10459,872.0,872.0,68.80733944954129,68.80733944954129,76,79,152.0,158.0,,,6.0,6.0,3.79746835443038
GDN0005,Pause,24,24,24,10683,10683,11132,11132,10816,10816,10890,10880,912.0,912.0,65.78947368421052,65.78947368421052,74,64,148.0,128.0,,,-20.0,20.0,15.625
GDN0005,Pause,25,25,25,11132,11132,11590,11590,11272,11272,11345,11339,916.0,916.0,65.50218340611353,65.50218340611353,73,67,146.0,134.0,,,-12.0,12.0,8.955223880597014
GDN0005,Pause,26,26,26,11590,11590,12042,12042,11730,11730,11802,11797,900.0,900.0,66.66666666666667,66.66666666666667,72,67,144.0,134.0,,,-10.0,10.0,7.462686567164178
GDN0005,Pause,27,27,27,12042,12042,12515,12515,12180,12180,12252,12249,968.0,968.0,61.98347107438017,61.98347107438017,72,69,144.0,138.0,,,-6.0,6.0,4.3478260869565215
GDN0005,Pause,28,28,28,12515,12515,13015,13015,12664,12665,12737,12737,1018.0,1018.0,58.93909626719057,58.93909626719057,73,72,146.0,144.0,,,-2.0,2.0,1.3888888888888888
GDN0005,Pause,29,29,29,13015,13015,13517,13517,13173,13173,13246,13241,996.0,996.0,60.24096385542169,60.24096385542169,73,68,146.0,136.0,,,-10.0,10.0,7.352941176470589
GDN0005,Pause,30,30,30,13517,13517,14013,14013,13671,13671,13745,13728,990.0,990.0,60.60606060606061,60.60606060606061,74,57,148.0,114.0,,,-34.0,34.0,29.82456140350877
GDN0005,Pause,31,31,31,14013,14013,14501,14501,14166,14166,14239,14235,968.0,968.0,61.98347107438017,61.98347107438017,73,69,146.0,138.0,,,-8.0,8.0,5.797101449275362
GDN0005,Pause,32,32,32,14501,14501,14981,14981,14650,14651,14725,14725,958.0,958.0,62.63048016701462,62.63048016701462,75,74,150.0,148.0,,,-2.0,2.0,1.3513513513513513
GDN0005,Pause,33,33,33,14981,14981,15460,15460,15129,15129,15201,15187,956.0,956.0,62.761506276150634,62.761506276150634,72,58,144.0,116.0,,,-28.0,28.0,24.137931034482758
GDN0005,Pause,34,34,34,15460,15460,15925,15925,15607,15607,15682,15666,916.0,916.0,65.50218340611353,65.50218340611353,75,59,150.0,118.0,,,-32.0,32.0,27.11864406779661
GDN0005,Pause,35,35,35,15925,15925,16379,16379,16065,16066,16139,16121,906.0,906.0,66.2251655629139,66.2251655629139,74,55,148.0,110.0,,,-38.0,38.0,34.54545454545455
GDN0005,Pause,36,36,36,16379,16379,16836,16836,16518,16518,16590,16577,916.0,916.0,65.50218340611353,65.50218340611353,72,59,144.0,118.0,,,-26.0,26.0,22.033898305084744
GDN0005,Pause,37,37,37,16836,16836,17310,17310,16976,16977,17049,17051,966.0,966.0,62.11180124223603,62.11180124223603,73,74,146.0,148.0,,,2.0,2.0,1.3513513513513513
GDN0005,Pause,38,38,38,17310,17310,17802,17802,17459,17459,17533,17534,994.0,994.0,60.36217303822938,60.36217303822938,74,75,148.0,150.0,,,2.0,2.0,1.3333333333333335
GDN0005,Pause,39,39,39,17802,17802,18294,18294,17956,17956,18030,18011,980.0,980.0,61.224489795918366,61.224489795918366,74,55,148.0,110.0,,,-38.0,38.0,34.54545454545455
GDN0005,Pause,40,40,40,18294,18294,18788,18788,18446,18446,18520,18522,992.0,992.0,60.483870967741936,60.483870967741936,74,76,148.0,152.0,,,4.0,4.0,2.631578947368421
GDN0005,Pause,41,41,41,18788,18788,19282,19282,18942,18942,19015,19007,986.0,986.0,60.851926977687626,60.851926977687626,73,65,146.0,130.0,,,-16.0,16.0,12.307692307692308
