,,,heartbeat_id,heartbeat_id,heartbeat_start_sample,heartbeat_start_sample,heartbeat_end_sample,heartbeat_end_sample,q_wave_onset_sample,q_wave_onset_sample,b_point_sample,b_point_sample,rr_interval_ms,pep_sample,pep_sample,pep_ms,pep_ms,nan_reason,nan_reason,error_per_sample_ms,absolute_error_per_sample_ms,absolute_relative_error_per_sample_percent
,,,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,estimated,reference,estimated,reference,estimated,reference,metric,metric,metric
participant,phase,,,,,,,,,,,,,,,,,,,,,
GDN0005,Pause,0,0,0,352,352,808,808,496,492,558,568,912.0,62,76,124.0,152,,,28.0,28.0,18.421052631578945
GDN0005,Pause,1,1,1,808,808,1252,1252,952,948,1009,1025,874.0,57,77,114.0,154,,,40.0,40.0,25.97402597402597
GDN0005,Pause,2,2,2,1252,1252,1686,1686,1389,1386,1463,1456,864.0,74,70,148.0,140,,,-8.0,8.0,5.714285714285714
GDN0005,Pause,3,3,3,1686,1686,2116,2115,1821,1817,1900,1888,858.0,79,71,158.0,142,,,-16.0,16.0,11.267605633802818
GDN0005,Pause,4,4,4,2116,2115,2570,2570,2250,2246,2320,2293,936.0,70,47,140.0,94,,,-46.0,46.0,48.93617021276596
GDN0005,Pause,5,5,5,2570,2570,3036,3036,2718,2714,2790,2780,928.0,72,66,144.0,132,,,-12.0,12.0,9.090909090909092
GDN0005,Pause,6,6,6,3036,3036,3471,3471,3182,3178,3235,3254,840.0,53,76,106.0,152,,,46.0,46.0,30.263157894736842
GDN0005,Pause,7,7,7,3471,3471,3890,3890,3602,3597,3659,3674,836.0,57,77,114.0,154,,,40.0,40.0,25.97402597402597
GDN0005,Pause,8,8,8,3890,3890,4308,4308,4020,4016,4076,4093,838.0,56,77,112.0,154,,,42.0,42.0,27.27272727272727
GDN0005,Pause,9,9,9,4308,4308,4730,4730,4439,4435,4498,4512,846.0,59,77,118.0,154,,,36.0,36.0,23.376623376623375
GDN0005,Pause,10,10,10,4730,4730,5150,5150,4862,4859,4931,4915,838.0,69,56,138.0,112,,,-26.0,26.0,23.214285714285715
GDN0005,Pause,11,11,11,5150,5150,5571,5571,5281,5278,5359,5337,842.0,78,59,156.0,118,,,-38.0,38.0,32.20338983050847
GDN0005,Pause,13,13,13,6013,6013,6480,6480,6156,6152,6232,6223,948.0,76,71,152.0,142,,,-10.0,10.0,7.042253521126761
GDN0005,Pause,14,14,14,6480,6480,6954,6954,6630,6627,6698,6682,948.0,68,55,136.0,110,,,-26.0,26.0,23.636363636363637
GDN0005,Pause,15,15,15,6954,6954,7416,7416,7104,7100,7167,7145,912.0,63,45,126.0,90,,,-36.0,36.0,40.0
GDN0005,Pause,16,16,16,7416,7416,7852,7852,7560,7556,7626,7609,850.0,66,53,132.0,106,,,-26.0,26.0,24.528301886792452
GDN0005,Pause,17,17,17,7852,7852,8262,8262,7985,7981,8052,8040,804.0,67,59,134.0,118,,,-16.0,16.0,13.559322033898304
GDN0005,Pause,18,18,18,8262,8262,8657,8657,8387,8383,8457,8447,782.0,70,64,140.0,128,,,-12.0,12.0,9.375
GDN0005,Pause,19,19,19,8657,8657,9047,9047,8778,8774,8844,8828,778.0,66,54,132.0,108,,,-24.0,24.0,22.22222222222222
GDN0005,Pause,20,20,20,9047,9047,9445,9445,9167,9163,9232,9201,806.0,65,38,130.0,76,,,-54.0,54.0,71.05263157894737
GDN0005,Pause,21,21,21,9445,9445,9854,9854,9570,9566,9650,9643,824.0,80,77,160.0,154,,,-6.0,6.0,3.896103896103896
GDN0005,Pause,22,22,22,9854,9854,10259,10259,9982,9979,10040,10057,804.0,58,78,116.0,156,,,40.0,40.0,25.64102564102564
GDN0005,Pause,23,23,23,10259,10259,10683,10683,10384,10380,10445,10459,872.0,61,79,122.0,158,,,36.0,36.0,22.78481012658228
GDN0005,Pause,24,24,24,10683,10683,11132,11132,10820,10816,10862,10880,912.0,42,64,84.0,128,,,44.0,44.0,34.375
GDN0005,Pause,25,25,25,11132,11132,11590,11590,11276,11272,11348,11339,916.0,72,67,144.0,134,,,-10.0,10.0,7.462686567164178
GDN0005,Pause,26,26,26,11590,11590,12042,12042,11734,11730,11808,11797,900.0,74,67,148.0,134,,,-14.0,14.0,10.44776119402985
GDN0005,Pause,27,27,27,12042,12042,12515,12515,12184,12180,12259,12249,968.0,75,69,150.0,138,,,-12.0,12.0,8.695652173913043
GDN0005,Pause,28,28,28,12515,12515,13015,13015,12668,12665,12745,12737,1018.0,77,72,154.0,144,,,-10.0,10.0,6.944444444444445
GDN0005,Pause,29,29,29,13015,13015,13517,13517,13177,13173,13248,13241,996.0,71,68,142.0,136,,,-6.0,6.0,4.411764705882353
GDN0005,Pause,30,30,30,13517,13517,14013,14013,13675,13671,13735,13728,990.0,60,57,120.0,114,,,-6.0,6.0,5.263157894736842
GDN0005,Pause,31,31,31,14013,14013,14501,14501,14170,14166,14227,14235,968.0,57,69,114.0,138,,,24.0,24.0,17.391304347826086
GDN0005,Pause,32,32,32,14501,14501,14981,14981,14654,14651,14708,14725,958.0,54,74,108.0,148,,,40.0,40.0,27.027027027027028
GDN0005,Pause,33,33,33,14981,14981,15460,15460,15133,15129,15198,15187,956.0,65,58,130.0,116,,,-14.0,14.0,12.068965517241379
GDN0005,Pause,34,34,34,15460,15460,15925,15925,15611,15607,15674,15666,916.0,63,59,126.0,118,,,-8.0,8.0,6.779661016949152
GDN0005,Pause,35,35,35,15925,15925,16379,16379,16069,16066,16135,16121,906.0,66,55,132.0,110,,,-22.0,22.0,20.0
GDN0005,Pause,36,36,36,16379,16379,16836,16836,16522,16518,16597,16577,916.0,75,59,150.0,118,,,-32.0,32.0,27.11864406779661
GDN0005,Pause,37,37,37,16836,16836,17310,17310,16980,16977,17059,17051,966.0,79,74,158.0,148,,,-10.0,10.0,6.756756756756757
GDN0005,Pause,38,38,38,17310,17310,17802,17802,17463,17459,17536,17534,994.0,73,75,146.0,150,,,4.0,4.0,2.666666666666667
GDN0005,Pause,39,39,39,17802,17802,18294,18294,17960,17956,18026,18011,980.0,66,55,132.0,110,,,-22.0,22.0,20.0
GDN0005,Pause,40,40,40,18294,18294,18788,18788,18450,18446,18507,18522,992.0,57,76,114.0,152,,,38.0,38.0,25.0
