,,,heartbeat_id,heartbeat_id,heartbeat_start_sample,heartbeat_start_sample,heartbeat_end_sample,heartbeat_end_sample,q_wave_onset_sample,q_wave_onset_sample,b_point_sample,b_point_sample,rr_interval_ms,pep_sample,pep_sample,pep_ms,pep_ms,nan_reason,nan_reason,error_per_sample_ms,absolute_error_per_sample_ms,absolute_relative_error_per_sample_percent
,,,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,estimated,reference,estimated,reference,estimated,reference,metric,metric,metric
participant,phase,,,,,,,,,,,,,,,,,,,,,
GDN0005,Pause,0,0,0,352,352,808,808,493,492,573,568,912.0,80,76,160.0,152,,,-8.0,8.0,5.263157894736842
GDN0005,Pause,1,1,1,808,808,1252,1252,949,948,1031,1025,874.0,82,77,164.0,154,,,-10.0,10.0,6.493506493506493
GDN0005,Pause,2,2,2,1252,1252,1686,1686,1386,1386,1461,1456,864.0,75,70,150.0,140,,,-10.0,10.0,7.142857142857142
GDN0005,Pause,3,3,3,1686,1686,2116,2115,1819,1817,1894,1888,858.0,75,71,150.0,142,,,-8.0,8.0,5.633802816901409
GDN0005,Pause,4,4,4,2116,2115,2570,2570,2247,2246,2326,2293,936.0,79,47,158.0,94,,,-64.0,64.0,68.08510638297872
GDN0005,Pause,5,5,5,2570,2570,3036,3036,2715,2714,2789,2780,928.0,74,66,148.0,132,,,-16.0,16.0,12.121212121212121
GDN0005,Pause,6,6,6,3036,3036,3471,3471,3179,3178,3260,3254,840.0,81,76,162.0,152,,,-10.0,10.0,6.578947368421052
GDN0005,Pause,7,7,7,3471,3471,3890,3890,3599,3597,3683,3674,836.0,84,77,168.0,154,,,-14.0,14.0,9.090909090909092
GDN0005,Pause,8,8,8,3890,3890,4308,4308,4017,4016,4104,4093,838.0,87,77,174.0,154,,,-20.0,20.0,12.987012987012985
GDN0005,Pause,9,9,9,4308,4308,4730,4730,4436,4435,4521,4512,846.0,85,77,170.0,154,,,-16.0,16.0,10.38961038961039
GDN0005,Pause,10,10,10,4730,4730,5150,5150,4860,4859,4946,4915,838.0,86,56,172.0,112,,,-60.0,60.0,53.57142857142857
GDN0005,Pause,11,11,11,5150,5150,5571,5571,5279,5278,5356,5337,842.0,77,59,154.0,118,,,-36.0,36.0,30.508474576271187
GDN0005,Pause,13,13,13,6013,6013,6480,6480,6153,6152,6227,6223,948.0,74,71,148.0,142,,,-6.0,6.0,4.225352112676056
GDN0005,Pause,14,14,14,6480,6480,6954,6954,6628,6627,6706,6682,948.0,78,55,156.0,110,,,-46.0,46.0,41.81818181818181
GDN0005,Pause,15,15,15,6954,6954,7416,7416,7101,7100,7182,7145,912.0,81,45,162.0,90,,,-72.0,72.0,80.0
GDN0005,Pause,16,16,16,7416,7416,7852,7852,7557,7556,7633,7609,850.0,76,53,152.0,106,,,-46.0,46.0,43.39622641509434
GDN0005,Pause,17,17,17,7852,7852,8262,8262,7982,7981,8058,8040,804.0,76,59,152.0,118,,,-34.0,34.0,28.8135593220339
GDN0005,Pause,18,18,18,8262,8262,8657,8657,8384,8383,8458,8447,782.0,74,64,148.0,128,,,-20.0,20.0,15.625
GDN0005,Pause,19,19,19,8657,8657,9047,9047,8775,8774,8848,8828,778.0,73,54,146.0,108,,,-38.0,38.0,35.18518518518518
GDN0005,Pause,20,20,20,9047,9047,9445,9445,9164,9163,9246,9201,806.0,82,38,164.0,76,,,-88.0,88.0,115.78947368421053
GDN0005,Pause,21,21,21,9445,9445,9854,9854,9567,9566,9647,9643,824.0,80,77,160.0,154,,,-6.0,6.0,3.896103896103896
GDN0005,Pause,22,22,22,9854,9854,10259,10259,9979,9979,10061,10057,804.0,82,78,164.0,156,,,-8.0,8.0,5.128205128205128
GDN0005,Pause,23,23,23,10259,10259,10683,10683,10381,10380,10463,10459,872.0,82,79,164.0,158,,,-6.0,6.0,3.79746835443038
GDN0005,Pause,24,24,24,10683,10683,11132,11132,10817,10816,10897,10880,912.0,80,64,160.0,128,,,-32.0,32.0,25.0
GDN0005,Pause,25,25,25,11132,11132,11590,11590,11273,11272,11349,11339,916.0,76,67,152.0,134,,,-18.0,18.0,13.432835820895523
GDN0005,Pause,26,26,26,11590,11590,12042,12042,11731,11730,11803,11797,900.0,72,67,144.0,134,,,-10.0,10.0,7.462686567164178
GDN0005,Pause,27,27,27,12042,12042,12515,12515,12181,12180,12259,12249,968.0,78,69,156.0,138,,,-18.0,18.0,13.043478260869565
GDN0005,Pause,28,28,28,12515,12515,13015,13015,12666,12665,12742,12737,1018.0,76,72,152.0,144,,,-8.0,8.0,5.555555555555555
GDN0005,Pause,29,29,29,13015,13015,13517,13517,13174,13173,13249,13241,996.0,75,68,150.0,136,,,-14.0,14.0,10.294117647058822
GDN0005,Pause,30,30,30,13517,13517,14013,14013,13672,13671,13749,13728,990.0,77,57,154.0,114,,,-40.0,40.0,35.08771929824561
GDN0005,Pause,31,31,31,14013,14013,14501,14501,14167,14166,14246,14235,968.0,79,69,158.0,138,,,-20.0,20.0,14.492753623188406
GDN0005,Pause,32,32,32,14501,14501,14981,14981,14651,14651,14730,14725,958.0,79,74,158.0,148,,,-10.0,10.0,6.756756756756757
GDN0005,Pause,33,33,33,14981,14981,15460,15460,15130,15129,15207,15187,956.0,77,58,154.0,116,,,-38.0,38.0,32.758620689655174
GDN0005,Pause,34,34,34,15460,15460,15925,15925,15608,15607,15684,15666,916.0,76,59,152.0,118,,,-34.0,34.0,28.8135593220339
GDN0005,Pause,35,35,35,15925,15925,16379,16379,16067,16066,16143,16121,906.0,76,55,152.0,110,,,-42.0,42.0,38.18181818181819
GDN0005,Pause,36,36,36,16379,16379,16836,16836,16519,16518,16596,16577,916.0,77,59,154.0,118,,,-36.0,36.0,30.508474576271187
GDN0005,Pause,37,37,37,16836,16836,17310,17310,16978,16977,17056,17051,966.0,78,74,156.0,148,,,-8.0,8.0,5.405405405405405
GDN0005,Pause,38,38,38,17310,17310,17802,17802,17460,17459,17537,17534,994.0,77,75,154.0,150,,,-4.0,4.0,2.666666666666667
GDN0005,Pause,39,39,39,17802,17802,18294,18294,17957,17956,18032,18011,980.0,75,55,150.0,110,,,-40.0,40.0,36.36363636363637
