,,,heartbeat_id,heartbeat_id,heartbeat_start_sample,heartbeat_start_sample,heartbeat_end_sample,heartbeat_end_sample,q_wave_onset_sample,q_wave_onset_sample,b_point_sample,b_point_sample,rr_interval_ms,pep_sample,pep_sample,pep_ms,pep_ms,nan_reason,nan_reason,error_per_sample_ms,absolute_error_per_sample_ms,absolute_relative_error_per_sample_percent
,,,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,estimated,reference,estimated,reference,estimated,reference,metric,metric,metric
participant,phase,,,,,,,,,,,,,,,,,,,,,
GDN0005,Pause,0,0,0,352,352,808,808,491,492,536,568,912.0,45,76,90.0,152,,,62.0,62.0,40.78947368421053
GDN0005,Pause,1,1,1,808,808,1252,1252,947,948,1025,1025,874.0,78,77,156.0,154,,,-2.0,2.0,1.2987012987012987
GDN0005,Pause,2,2,2,1252,1252,1686,1686,1384,1386,1453,1456,864.0,69,70,138.0,140,,,2.0,2.0,1.4285714285714286
GDN0005,Pause,3,3,3,1686,1686,2116,2115,1816,1817,1887,1888,858.0,71,71,142.0,142,,,0.0,0.0,0.0
GDN0005,Pause,4,4,4,2116,2115,2570,2570,2245,2246,2294,2293,936.0,49,47,98.0,94,,,-4.0,4.0,4.25531914893617
GDN0005,Pause,5,5,5,2570,2570,3036,3036,2713,2714,2778,2780,928.0,65,66,130.0,132,,,2.0,2.0,1.5151515151515151
GDN0005,Pause,6,6,6,3036,3036,3471,3471,3177,3178,3253,3254,840.0,76,76,152.0,152,,,0.0,0.0,0.0
GDN0005,Pause,7,7,7,3471,3471,3890,3890,3597,3597,3675,3674,836.0,78,77,156.0,154,,,-2.0,2.0,1.2987012987012987
GDN0005,Pause,8,8,8,3890,3890,4308,4308,4015,4016,4054,4093,838.0,39,77,78.0,154,,,76.0,76.0,49.35064935064935
GDN0005,Pause,9,9,9,4308,4308,4730,4730,4434,4435,4462,4512,846.0,28,77,56.0,154,,,98.0,98.0,63.63636363636363
GDN0005,Pause,10,10,10,4730,4730,5150,5150,4857,4859,4902,4915,838.0,45,56,90.0,112,,,22.0,22.0,19.642857142857142
GDN0005,Pause,11,11,11,5150,5150,5571,5571,5276,5278,5337,5337,842.0,61,59,122.0,118,,,-4.0,4.0,3.389830508474576
GDN0005,Pause,13,13,13,6013,6013,6480,6480,6151,6152,6222,6223,948.0,71,71,142.0,142,,,0.0,0.0,0.0
GDN0005,Pause,14,14,14,6480,6480,6954,6954,6625,6627,6678,6682,948.0,53,55,106.0,110,,,4.0,4.0,3.6363636363636362
GDN0005,Pause,15,15,15,6954,6954,7416,7416,7099,7100,7129,7145,912.0,30,45,60.0,90,,,30.0,30.0,33.33333333333333
GDN0005,Pause,16,16,16,7416,7416,7852,7852,7555,7556,7592,7609,850.0,37,53,74.0,106,,,32.0,32.0,30.18867924528302
GDN0005,Pause,17,17,17,7852,7852,8262,8262,7980,7981,8040,8040,804.0,60,59,120.0,118,,,-2.0,2.0,1.694915254237288
GDN0005,Pause,18,18,18,8262,8262,8657,8657,8382,8383,8446,8447,782.0,64,64,128.0,128,,,0.0,0.0,0.0
GDN0005,Pause,19,19,19,8657,8657,9047,9047,8773,8774,8816,8828,778.0,43,54,86.0,108,,,22.0,22.0,20.37037037037037
GDN0005,Pause,20,20,20,9047,9047,9445,9445,9162,9163,9200,9201,806.0,38,38,76.0,76,,,0.0,0.0,0.0
GDN0005,Pause,21,21,21,9445,9445,9854,9854,9565,9566,9642,9643,824.0,77,77,154.0,154,,,0.0,0.0,0.0
GDN0005,Pause,22,22,22,9854,9854,10259,10259,9977,9979,10055,10057,804.0,78,78,156.0,156,,,0.0,0.0,0.0
GDN0005,Pause,23,23,23,10259,10259,10683,10683,10379,10380,10457,10459,872.0,78,79,156.0,158,,,2.0,2.0,1.2658227848101267
GDN0005,Pause,24,24,24,10683,10683,11132,11132,10815,10816,10884,10880,912.0,69,64,138.0,128,,,-10.0,10.0,7.8125
GDN0005,Pause,25,25,25,11132,11132,11590,11590,11271,11272,11337,11339,916.0,66,67,132.0,134,,,2.0,2.0,1.4925373134328357
GDN0005,Pause,26,26,26,11590,11590,12042,12042,11729,11730,11791,11797,900.0,62,67,124.0,134,,,10.0,10.0,7.462686567164178
GDN0005,Pause,27,27,27,12042,12042,12515,12515,12179,12180,12246,12249,968.0,67,69,134.0,138,,,4.0,4.0,2.898550724637681
GDN0005,Pause,28,28,28,12515,12515,13015,13015,12663,12665,12737,12737,1018.0,74,72,148.0,144,,,-4.0,4.0,2.7777777777777777
GDN0005,Pause,29,29,29,13015,13015,13517,13517,13172,13173,13220,13241,996.0,48,68,96.0,136,,,40.0,40.0,29.411764705882355
GDN0005,Pause,30,30,30,13517,13517,14013,14013,13670,13671,13707,13728,990.0,37,57,74.0,114,,,40.0,40.0,35.08771929824561
GDN0005,Pause,31,31,31,14013,14013,14501,14501,14165,14166,14203,14235,968.0,38,69,76.0,138,,,62.0,62.0,44.927536231884055
GDN0005,Pause,32,32,32,14501,14501,14981,14981,14649,14651,14724,14725,958.0,75,74,150.0,148,,,-2.0,2.0,1.3513513513513513
GDN0005,Pause,33,33,33,14981,14981,15460,15460,15128,15129,15160,15187,956.0,32,58,64.0,116,,,52.0,52.0,44.827586206896555
GDN0005,Pause,34,34,34,15460,15460,15925,15925,15606,15607,15665,15666,916.0,59,59,118.0,118,,,0.0,0.0,0.0
GDN0005,Pause,35,35,35,15925,15925,16379,16379,16064,16066,16120,16121,906.0,56,55,112.0,110,,,-2.0,2.0,1.8181818181818181
GDN0005,Pause,36,36,36,16379,16379,16836,16836,16517,16518,16577,16577,916.0,60,59,120.0,118,,,-2.0,2.0,1.694915254237288
GDN0005,Pause,37,37,37,16836,16836,17310,17310,16975,16977,17038,17051,966.0,63,74,126.0,148,,,22.0,22.0,14.864864864864865
GDN0005,Pause,38,38,38,17310,17310,17802,17802,17458,17459,17519,17534,994.0,61,75,122.0,150,,,28.0,28.0,18.666666666666668
GDN0005,Pause,39,39,39,17802,17802,18294,18294,17955,17956,17982,18011,980.0,27,55,54.0,110,,,56.0,56.0,50.90909090909091
GDN0005,Pause,40,40,40,18294,18294,18788,18788,18445,18446,18487,18522,992.0,42,76,84.0,152,,,68.0,68.0,44.73684210526316
