,,,heartbeat_id,heartbeat_id,heartbeat_start_sample,heartbeat_start_sample,heartbeat_end_sample,heartbeat_end_sample,q_wave_onset_sample,q_wave_onset_sample,b_point_sample,b_point_sample,rr_interval_ms,pep_sample,pep_sample,pep_ms,pep_ms,nan_reason,nan_reason,error_per_sample_ms,absolute_error_per_sample_ms,absolute_relative_error_per_sample_percent
,,,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,estimated,reference,estimated,reference,estimated,reference,metric,metric,metric
participant,phase,,,,,,,,,,,,,,,,,,,,,
GDN0005,Pause,0,0,0,352,352,808,808,491,492,555,568,912.0,64,76,128.0,152,,,24.0,24.0,15.789473684210526
GDN0005,Pause,1,1,1,808,808,1252,1252,947,948,1013,1025,874.0,66,77,132.0,154,,,22.0,22.0,14.285714285714285
GDN0005,Pause,2,2,2,1252,1252,1686,1686,1384,1386,1448,1456,864.0,64,70,128.0,140,,,12.0,12.0,8.571428571428571
GDN0005,Pause,3,3,3,1686,1686,2116,2115,1816,1817,1880,1888,858.0,64,71,128.0,142,,,14.0,14.0,9.859154929577464
GDN0005,Pause,4,4,4,2116,2115,2570,2570,2245,2246,2309,2293,936.0,64,47,128.0,94,,,-34.0,34.0,36.17021276595745
GDN0005,Pause,5,5,5,2570,2570,3036,3036,2713,2714,2777,2780,928.0,64,66,128.0,132,,,4.0,4.0,3.0303030303030303
GDN0005,Pause,6,6,6,3036,3036,3471,3471,3177,3178,3241,3254,840.0,64,76,128.0,152,,,24.0,24.0,15.789473684210526
GDN0005,Pause,7,7,7,3471,3471,3890,3890,3597,3597,3667,3674,836.0,70,77,140.0,154,,,14.0,14.0,9.090909090909092
GDN0005,Pause,8,8,8,3890,3890,4308,4308,4015,4016,4079,4093,838.0,64,77,128.0,154,,,26.0,26.0,16.883116883116884
GDN0005,Pause,9,9,9,4308,4308,4730,4730,4434,4435,4498,4512,846.0,64,77,128.0,154,,,26.0,26.0,16.883116883116884
GDN0005,Pause,10,10,10,4730,4730,5150,5150,4857,4859,4926,4915,838.0,69,56,138.0,112,,,-26.0,26.0,23.214285714285715
GDN0005,Pause,11,11,11,5150,5150,5571,5571,5276,5278,5340,5337,842.0,64,59,128.0,118,,,-10.0,10.0,8.47457627118644
GDN0005,Pause,13,13,13,6013,6013,6480,6480,6151,6152,6215,6223,948.0,64,71,128.0,142,,,14.0,14.0,9.859154929577464
GDN0005,Pause,14,14,14,6480,6480,6954,6954,6625,6627,6689,6682,948.0,64,55,128.0,110,,,-18.0,18.0,16.363636363636363
GDN0005,Pause,15,15,15,6954,6954,7416,7416,7099,7100,7163,7145,912.0,64,45,128.0,90,,,-38.0,38.0,42.22222222222222
GDN0005,Pause,16,16,16,7416,7416,7852,7852,7555,7556,7619,7609,850.0,64,53,128.0,106,,,-22.0,22.0,20.754716981132077
GDN0005,Pause,17,17,17,7852,7852,8262,8262,7980,7981,8044,8040,804.0,64,59,128.0,118,,,-10.0,10.0,8.47457627118644
GDN0005,Pause,18,18,18,8262,8262,8657,8657,8382,8383,8446,8447,782.0,64,64,128.0,128,,,0.0,0.0,0.0
GDN0005,Pause,19,19,19,8657,8657,9047,9047,8773,8774,8837,8828,778.0,64,54,128.0,108,,,-20.0,20.0,18.51851851851852
GDN0005,Pause,20,20,20,9047,9047,9445,9445,9162,9163,9226,9201,806.0,64,38,128.0,76,,,-52.0,52.0,68.42105263157895
GDN0005,Pause,21,21,21,9445,9445,9854,9854,9565,9566,9629,9643,824.0,64,77,128.0,154,,,26.0,26.0,16.883116883116884
GDN0005,Pause,22,22,22,9854,9854,10259,10259,9977,9979,10041,10057,804.0,64,78,128.0,156,,,28.0,28.0,17.94871794871795
GDN0005,Pause,23,23,23,10259,10259,10683,10683,10379,10380,10445,10459,872.0,66,79,132.0,158,,,26.0,26.0,16.455696202531644
GDN0005,Pause,24,24,24,10683,10683,11132,11132,10815,10816,10879,10880,912.0,64,64,128.0,128,,,0.0,0.0,0.0
GDN0005,Pause,25,25,25,11132,11132,11590,11590,11271,11272,11335,11339,916.0,64,67,128.0,134,,,6.0,6.0,4.477611940298507
GDN0005,Pause,26,26,26,11590,11590,12042,12042,11729,11730,11793,11797,900.0,64,67,128.0,134,,,6.0,6.0,4.477611940298507
GDN0005,Pause,27,27,27,12042,12042,12515,12515,12179,12180,12243,12249,968.0,64,69,128.0,138,,,10.0,10.0,7.246376811594203
GDN0005,Pause,28,28,28,12515,12515,13015,13015,12663,12665,12727,12737,1018.0,64,72,128.0,144,,,16.0,16.0,11.11111111111111
GDN0005,Pause,29,29,29,13015,13015,13517,13517,13172,13173,13236,13241,996.0,64,68,128.0,136,,,8.0,8.0,5.88235294117647
GDN0005,Pause,30,30,30,13517,13517,14013,14013,13670,13671,13734,13728,990.0,64,57,128.0,114,,,-14.0,14.0,12.280701754385964
GDN0005,Pause,31,31,31,14013,14013,14501,14501,14165,14166,14229,14235,968.0,64,69,128.0,138,,,10.0,10.0,7.246376811594203
GDN0005,Pause,32,32,32,14501,14501,14981,14981,14649,14651,14713,14725,958.0,64,74,128.0,148,,,20.0,20.0,13.513513513513514
GDN0005,Pause,33,33,33,14981,14981,15460,15460,15128,15129,15192,15187,956.0,64,58,128.0,116,,,-12.0,12.0,10.344827586206897
GDN0005,Pause,34,34,34,15460,15460,15925,15925,15606,15607,15670,15666,916.0,64,59,128.0,118,,,-10.0,10.0,8.47457627118644
GDN0005,Pause,35,35,35,15925,15925,16379,16379,16064,16066,16128,16121,906.0,64,55,128.0,110,,,-18.0,18.0,16.363636363636363
GDN0005,Pause,36,36,36,16379,16379,16836,16836,16517,16518,16581,16577,916.0,64,59,128.0,118,,,-10.0,10.0,8.47457627118644
GDN0005,Pause,37,37,37,16836,16836,17310,17310,16975,16977,17039,17051,966.0,64,74,128.0,148,,,20.0,20.0,13.513513513513514
GDN0005,Pause,38,38,38,17310,17310,17802,17802,17458,17459,17522,17534,994.0,64,75,128.0,150,,,22.0,22.0,14.666666666666666
GDN0005,Pause,39,39,39,17802,17802,18294,18294,17955,17956,18019,18011,980.0,64,55,128.0,110,,,-18.0,18.0,16.363636363636363
