,,,heartbeat_id,heartbeat_id,heartbeat_start_sample,heartbeat_start_sample,heartbeat_end_sample,heartbeat_end_sample,q_wave_onset_sample,q_wave_onset_sample,b_point_sample,b_point_sample,rr_interval_ms,pep_sample,pep_sample,pep_ms,pep_ms,nan_reason,nan_reason,error_per_sample_ms,absolute_error_per_sample_ms,absolute_relative_error_per_sample_percent
,,,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,estimated,reference,estimated,reference,estimated,reference,metric,metric,metric
participant,phase,,,,,,,,,,,,,,,,,,,,,
GDN0005,Pause,0,0,0,352,352,808,808,500,492,565,568,912.0,65,76,130.0,152,,,22.0,22.0,14.473684210526317
GDN0005,Pause,1,1,1,808,808,1252,1252,956,948,1024,1025,874.0,68,77,136.0,154,,,18.0,18.0,11.688311688311687
GDN0005,Pause,2,2,2,1252,1252,1686,1686,1394,1386,1460,1456,864.0,66,70,132.0,140,,,8.0,8.0,5.714285714285714
GDN0005,Pause,3,3,3,1686,1686,2116,2115,1825,1817,1889,1888,858.0,64,71,128.0,142,,,14.0,14.0,9.859154929577464
GDN0005,Pause,4,4,4,2116,2115,2570,2570,2253,2246,2318,2293,936.0,65,47,130.0,94,,,-36.0,36.0,38.297872340425535
GDN0005,Pause,5,5,5,2570,2570,3036,3036,2720,2714,2788,2780,928.0,68,66,136.0,132,,,-4.0,4.0,3.0303030303030303
GDN0005,Pause,6,6,6,3036,3036,3471,3471,3185,3178,3253,3254,840.0,68,76,136.0,152,,,16.0,16.0,10.526315789473683
GDN0005,Pause,7,7,7,3471,3471,3890,3890,3605,3597,3678,3674,836.0,73,77,146.0,154,,,8.0,8.0,5.194805194805195
GDN0005,Pause,8,8,8,3890,3890,4308,4308,4023,4016,4090,4093,838.0,67,77,134.0,154,,,20.0,20.0,12.987012987012985
GDN0005,Pause,9,9,9,4308,4308,4730,4730,4442,4435,4510,4512,846.0,68,77,136.0,154,,,18.0,18.0,11.688311688311687
GDN0005,Pause,10,10,10,4730,4730,5150,5150,4867,4859,4937,4915,838.0,70,56,140.0,112,,,-28.0,28.0,25.0
GDN0005,Pause,11,11,11,5150,5150,5571,5571,5286,5278,5350,5337,842.0,64,59,128.0,118,,,-10.0,10.0,8.47457627118644
GDN0005,Pause,13,13,13,6013,6013,6480,6480,6158,6152,6223,6223,948.0,65,71,130.0,142,,,12.0,12.0,8.450704225352112
GDN0005,Pause,14,14,14,6480,6480,6954,6954,6633,6627,6697,6682,948.0,64,55,128.0,110,,,-18.0,18.0,16.363636363636363
GDN0005,Pause,15,15,15,6954,6954,7416,7416,7107,7100,7172,7145,912.0,65,45,130.0,90,,,-40.0,40.0,44.44444444444444
GDN0005,Pause,16,16,16,7416,7416,7852,7852,7564,7556,7630,7609,850.0,66,53,132.0,106,,,-26.0,26.0,24.528301886792452
GDN0005,Pause,17,17,17,7852,7852,8262,8262,7990,7981,8056,8040,804.0,66,59,132.0,118,,,-14.0,14.0,11.864406779661017
GDN0005,Pause,18,18,18,8262,8262,8657,8657,8391,8383,8456,8447,782.0,65,64,130.0,128,,,-2.0,2.0,1.5625
GDN0005,Pause,19,19,19,8657,8657,9047,9047,8782,8774,8846,8828,778.0,64,54,128.0,108,,,-20.0,20.0,18.51851851851852
GDN0005,Pause,20,20,20,9047,9047,9445,9445,9169,9163,9235,9201,806.0,66,38,132.0,76,,,-56.0,56.0,73.68421052631578
GDN0005,Pause,21,21,21,9445,9445,9854,9854,9573,9566,9637,9643,824.0,64,77,128.0,154,,,26.0,26.0,16.883116883116884
GDN0005,Pause,22,22,22,9854,9854,10259,10259,9985,9979,10051,10057,804.0,66,78,132.0,156,,,24.0,24.0,15.384615384615385
GDN0005,Pause,23,23,23,10259,10259,10683,10683,10387,10380,10456,10459,872.0,69,79,138.0,158,,,20.0,20.0,12.658227848101266
GDN0005,Pause,24,24,24,10683,10683,11132,11132,10823,10816,10890,10880,912.0,67,64,134.0,128,,,-6.0,6.0,4.6875
GDN0005,Pause,25,25,25,11132,11132,11590,11590,11281,11272,11345,11339,916.0,64,67,128.0,134,,,6.0,6.0,4.477611940298507
GDN0005,Pause,26,26,26,11590,11590,12042,12042,11738,11730,11802,11797,900.0,64,67,128.0,134,,,6.0,6.0,4.477611940298507
GDN0005,Pause,27,27,27,12042,12042,12515,12515,12188,12180,12252,12249,968.0,64,69,128.0,138,,,10.0,10.0,7.246376811594203
GDN0005,Pause,28,28,28,12515,12515,13015,13015,12671,12665,12737,12737,1018.0,66,72,132.0,144,,,12.0,12.0,8.333333333333332
GDN0005,Pause,29,29,29,13015,13015,13517,13517,13180,13173,13246,13241,996.0,66,68,132.0,136,,,4.0,4.0,2.941176470588235
GDN0005,Pause,30,30,30,13517,13517,14013,14013,13678,13671,13745,13728,990.0,67,57,134.0,114,,,-20.0,20.0,17.543859649122805
GDN0005,Pause,31,31,31,14013,14013,14501,14501,14174,14166,14239,14235,968.0,65,69,130.0,138,,,8.0,8.0,5.797101449275362
GDN0005,Pause,32,32,32,14501,14501,14981,14981,14658,14651,14725,14725,958.0,67,74,134.0,148,,,14.0,14.0,9.45945945945946
GDN0005,Pause,33,33,33,14981,14981,15460,15460,15137,15129,15201,15187,956.0,64,58,128.0,116,,,-12.0,12.0,10.344827586206897
GDN0005,Pause,34,34,34,15460,15460,15925,15925,15615,15607,15682,15666,916.0,67,59,134.0,118,,,-16.0,16.0,13.559322033898304
GDN0005,Pause,35,35,35,15925,15925,16379,16379,16074,16066,16139,16121,906.0,65,55,130.0,110,,,-20.0,20.0,18.181818181818183
GDN0005,Pause,36,36,36,16379,16379,16836,16836,16526,16518,16590,16577,916.0,64,59,128.0,118,,,-10.0,10.0,8.47457627118644
GDN0005,Pause,37,37,37,16836,16836,17310,17310,16983,16977,17049,17051,966.0,66,74,132.0,148,,,16.0,16.0,10.81081081081081
GDN0005,Pause,38,38,38,17310,17310,17802,17802,17466,17459,17533,17534,994.0,67,75,134.0,150,,,16.0,16.0,10.666666666666668
GDN0005,Pause,39,39,39,17802,17802,18294,18294,17963,17956,18030,18011,980.0,67,55,134.0,110,,,-24.0,24.0,21.818181818181817
