,,,heartbeat_id,heartbeat_id,heartbeat_start_sample,heartbeat_start_sample,heartbeat_end_sample,heartbeat_end_sample,q_peak_sample,q_peak_sample,b_point_sample,b_point_sample,rr_interval_ms,rr_interval_ms,heart_rate_bpm,heart_rate_bpm,pep_sample,pep_sample,pep_ms,pep_ms,nan_reason,nan_reason,error_per_sample_ms,absolute_error_per_sample_ms,absolute_relative_error_per_sample_percent
,,,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,metric,metric,metric
participant,phase,,,,,,,,,,,,,,,,,,,,,,,,
GDN0005,Pause,0,0,0,352,352,808,808,500,492,555,568,912.0,912.0,65.78947368421052,65.78947368421052,55,76,110.0,152.0,,,42.0,42.0,27.631578947368425
GDN0005,Pause,1,1,1,808,808,1252,1252,956,948,1015,1025,874.0,874.0,68.64988558352402,68.64988558352402,59,77,118.0,154.0,,,36.0,36.0,23.376623376623375
GDN0005,Pause,2,2,2,1252,1252,1686,1686,1394,1386,1448,1456,864.0,864.0,69.44444444444444,69.44444444444444,54,70,108.0,140.0,,,32.0,32.0,22.857142857142858
GDN0005,Pause,3,3,3,1686,1686,2116,2115,1825,1817,1880,1888,858.0,858.0,69.93006993006993,69.93006993006993,55,71,110.0,142.0,,,32.0,32.0,22.535211267605636
GDN0005,Pause,4,4,4,2116,2115,2570,2570,2253,2246,2309,2293,936.0,936.0,64.1025641025641,64.1025641025641,56,47,112.0,94.0,,,-18.0,18.0,19.148936170212767
GDN0005,Pause,5,5,5,2570,2570,3036,3036,2720,2714,2777,2780,928.0,928.0,64.6551724137931,64.6551724137931,57,66,114.0,132.0,,,18.0,18.0,13.636363636363635
GDN0005,Pause,6,6,6,3036,3036,3471,3471,3185,3178,3241,3254,840.0,840.0,71.42857142857143,71.42857142857143,56,76,112.0,152.0,,,40.0,40.0,26.31578947368421
GDN0005,Pause,7,7,7,3471,3471,3890,3890,3605,3597,3665,3674,836.0,836.0,71.77033492822967,71.77033492822967,60,77,120.0,154.0,,,34.0,34.0,22.07792207792208
GDN0005,Pause,8,8,8,3890,3890,4308,4308,4023,4016,4079,4093,838.0,838.0,71.59904534606206,71.59904534606206,56,77,112.0,154.0,,,42.0,42.0,27.27272727272727
GDN0005,Pause,9,9,9,4308,4308,4730,4730,4442,4435,4498,4512,846.0,846.0,70.92198581560284,70.92198581560284,56,77,112.0,154.0,,,42.0,42.0,27.27272727272727
GDN0005,Pause,10,10,10,4730,4730,5150,5150,4867,4859,4926,4915,838.0,838.0,71.59904534606206,71.59904534606206,59,56,118.0,112.0,,,-6.0,6.0,5.357142857142857
GDN0005,Pause,11,11,11,5150,5150,5571,5571,5286,5278,5340,5337,842.0,842.0,71.25890736342043,71.25890736342043,54,59,108.0,118.0,,,10.0,10.0,8.47457627118644
GDN0005,Pause,13,13,13,6013,6013,6480,6480,6158,6152,6215,6223,948.0,948.0,63.29113924050633,63.29113924050633,57,71,114.0,142.0,,,28.0,28.0,19.718309859154928
GDN0005,Pause,14,14,14,6480,6480,6954,6954,6633,6627,6689,6682,948.0,948.0,63.29113924050633,63.29113924050633,56,55,112.0,110.0,,,-2.0,2.0,1.8181818181818181
GDN0005,Pause,15,15,15,6954,6954,7416,7416,7107,7100,7163,7145,912.0,912.0,65.78947368421052,65.78947368421052,56,45,112.0,90.0,,,-22.0,22.0,24.444444444444443
GDN0005,Pause,16,16,16,7416,7416,7852,7852,7564,7556,7619,7609,850.0,850.0,70.58823529411765,70.58823529411765,55,53,110.0,106.0,,,-4.0,4.0,3.7735849056603774
GDN0005,Pause,17,17,17,7852,7852,8262,8262,7990,7981,8044,8040,804.0,804.0,74.62686567164178,74.62686567164178,54,59,108.0,118.0,,,10.0,10.0,8.47457627118644
GDN0005,Pause,18,18,18,8262,8262,8657,8657,8391,8383,8446,8447,782.0,782.0,76.72634271099744,76.72634271099744,55,64,110.0,128.0,,,18.0,18.0,14.0625
GDN0005,Pause,19,19,19,8657,8657,9047,9047,8782,8774,8837,8828,778.0,778.0,77.12082262210797,77.12082262210797,55,54,110.0,108.0,,,-2.0,2.0,1.8518518518518516
GDN0005,Pause,20,20,20,9047,9047,9445,9445,9169,9163,9226,9201,806.0,806.0,74.44168734491315,74.44168734491315,57,38,114.0,76.0,,,-38.0,38.0,50.0
GDN0005,Pause,21,21,21,9445,9445,9854,9854,9573,9566,9629,9643,824.0,824.0,72.81553398058253,72.81553398058253,56,77,112.0,154.0,,,42.0,42.0,27.27272727272727
GDN0005,Pause,22,22,22,9854,9854,10259,10259,9985,9979,10041,10057,804.0,804.0,74.62686567164178,74.62686567164178,56,78,112.0,156.0,,,44.0,44.0,28.205128205128204
GDN0005,Pause,23,23,23,10259,10259,10683,10683,10387,10380,10447,10459,872.0,872.0,68.80733944954129,68.80733944954129,60,79,120.0,158.0,,,38.0,38.0,24.050632911392405
GDN0005,Pause,24,24,24,10683,10683,11132,11132,10823,10816,10879,10880,912.0,912.0,65.78947368421052,65.78947368421052,56,64,112.0,128.0,,,16.0,16.0,12.5
GDN0005,Pause,25,25,25,11132,11132,11590,11590,11281,11272,11335,11339,916.0,916.0,65.50218340611353,65.50218340611353,54,67,108.0,134.0,,,26.0,26.0,19.402985074626866
GDN0005,Pause,26,26,26,11590,11590,12042,12042,11738,11730,11793,11797,900.0,900.0,66.66666666666667,66.66666666666667,55,67,110.0,134.0,,,24.0,24.0,17.91044776119403
GDN0005,Pause,27,27,27,12042,12042,12515,12515,12188,12180,12243,12249,968.0,968.0,61.98347107438017,61.98347107438017,55,69,110.0,138.0,,,28.0,28.0,20.28985507246377
GDN0005,Pause,28,28,28,12515,12515,13015,13015,12671,12665,12727,12737,1018.0,1018.0,58.93909626719057,58.93909626719057,56,72,112.0,144.0,,,32.0,32.0,22.22222222222222
GDN0005,Pause,29,29,29,13015,13015,13517,13517,13180,13173,13236,13241,996.0,996.0,60.24096385542169,60.24096385542169,56,68,112.0,136.0,,,24.0,24.0,17.647058823529413
GDN0005,Pause,30,30,30,13517,13517,14013,14013,13678,13671,13734,13728,990.0,990.0,60.60606060606061,60.60606060606061,56,57,112.0,114.0,,,2.0,2.0,1.7543859649122806
GDN0005,Pause,31,31,31,14013,14013,14501,14501,14174,14166,14229,14235,968.0,968.0,61.98347107438017,61.98347107438017,55,69,110.0,138.0,,,28.0,28.0,20.28985507246377
GDN0005,Pause,32,32,32,14501,14501,14981,14981,14658,14651,14713,14725,958.0,958.0,62.63048016701462,62.63048016701462,55,74,110.0,148.0,,,38.0,38.0,25.675675675675674
GDN0005,Pause,33,33,33,14981,14981,15460,15460,15137,15129,15192,15187,956.0,956.0,62.761506276150634,62.761506276150634,55,58,110.0,116.0,,,6.0,6.0,5.172413793103448
GDN0005,Pause,34,34,34,15460,15460,15925,15925,15615,15607,15670,15666,916.0,916.0,65.50218340611353,65.50218340611353,55,59,110.0,118.0,,,8.0,8.0,6.779661016949152
GDN0005,Pause,35,35,35,15925,15925,16379,16379,16074,16066,16128,16121,906.0,906.0,66.2251655629139,66.2251655629139,54,55,108.0,110.0,,,2.0,2.0,1.8181818181818181
GDN0005,Pause,36,36,36,16379,16379,16836,16836,16526,16518,16581,16577,916.0,916.0,65.50218340611353,65.50218340611353,55,59,110.0,118.0,,,8.0,8.0,6.779661016949152
GDN0005,Pause,37,37,37,16836,16836,17310,17310,16983,16977,17039,17051,966.0,966.0,62.11180124223603,62.11180124223603,56,74,112.0,148.0,,,36.0,36.0,24.324324324324326
GDN0005,Pause,38,38,38,17310,17310,17802,17802,17466,17459,17522,17534,994.0,994.0,60.36217303822938,60.36217303822938,56,75,112.0,150.0,,,38.0,38.0,25.333333333333336
GDN0005,Pause,39,39,39,17802,17802,18294,18294,17963,17956,18019,18011,980.0,980.0,61.224489795918366,61.224489795918366,56,55,112.0,110.0,,,-2.0,2.0,1.8181818181818181
GDN0005,Pause,40,40,40,18294,18294,18788,18788,18454,18446,18509,18522,992.0,992.0,60.483870967741936,60.483870967741936,55,76,110.0,152.0,,,42.0,42.0,27.631578947368425
GDN0005,Pause,41,41,41,18788,18788,19282,19282,18949,18942,19005,19007,986.0,986.0,60.851926977687626,60.851926977687626,56,65,112.0,130.0,,,18.0,18.0,13.846153846153847
