,,,heartbeat_id,heartbeat_id,heartbeat_start_sample,heartbeat_start_sample,heartbeat_end_sample,heartbeat_end_sample,q_wave_onset_sample,q_wave_onset_sample,b_point_sample,b_point_sample,rr_interval_ms,pep_sample,pep_sample,pep_ms,pep_ms,nan_reason,nan_reason,error_per_sample_ms,absolute_error_per_sample_ms,absolute_relative_error_per_sample_percent
,,,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,estimated,reference,estimated,reference,estimated,reference,metric,metric,metric
participant,phase,,,,,,,,,,,,,,,,,,,,,
GDN0005,Pause,0,0,0,352,352,808,808,500,492,536,568,912.0,36,76,72.0,152,,,80.0,80.0,52.63157894736842
GDN0005,Pause,1,1,1,808,808,1252,1252,956,948,1025,1025,874.0,69,77,138.0,154,,,16.0,16.0,10.38961038961039
GDN0005,Pause,2,2,2,1252,1252,1686,1686,1394,1386,1453,1456,864.0,59,70,118.0,140,,,22.0,22.0,15.714285714285714
GDN0005,Pause,3,3,3,1686,1686,2116,2115,1825,1817,1887,1888,858.0,62,71,124.0,142,,,18.0,18.0,12.676056338028168
GDN0005,Pause,4,4,4,2116,2115,2570,2570,2253,2246,2294,2293,936.0,41,47,82.0,94,,,12.0,12.0,12.76595744680851
GDN0005,Pause,5,5,5,2570,2570,3036,3036,2720,2714,2778,2780,928.0,58,66,116.0,132,,,16.0,16.0,12.121212121212121
GDN0005,Pause,6,6,6,3036,3036,3471,3471,3185,3178,3253,3254,840.0,68,76,136.0,152,,,16.0,16.0,10.526315789473683
GDN0005,Pause,7,7,7,3471,3471,3890,3890,3605,3597,3675,3674,836.0,70,77,140.0,154,,,14.0,14.0,9.090909090909092
GDN0005,Pause,8,8,8,3890,3890,4308,4308,4023,4016,4054,4093,838.0,31,77,62.0,154,,,92.0,92.0,59.74025974025974
GDN0005,Pause,9,9,9,4308,4308,4730,4730,4442,4435,4462,4512,846.0,20,77,40.0,154,,,114.0,114.0,74.02597402597402
GDN0005,Pause,10,10,10,4730,4730,5150,5150,4867,4859,4902,4915,838.0,35,56,70.0,112,,,42.0,42.0,37.5
GDN0005,Pause,11,11,11,5150,5150,5571,5571,5286,5278,5337,5337,842.0,51,59,102.0,118,,,16.0,16.0,13.559322033898304
GDN0005,Pause,13,13,13,6013,6013,6480,6480,6158,6152,6222,6223,948.0,64,71,128.0,142,,,14.0,14.0,9.859154929577464
GDN0005,Pause,14,14,14,6480,6480,6954,6954,6633,6627,6678,6682,948.0,45,55,90.0,110,,,20.0,20.0,18.181818181818183
GDN0005,Pause,15,15,15,6954,6954,7416,7416,7107,7100,7129,7145,912.0,22,45,44.0,90,,,46.0,46.0,51.11111111111111
GDN0005,Pause,16,16,16,7416,7416,7852,7852,7564,7556,7592,7609,850.0,28,53,56.0,106,,,50.0,50.0,47.16981132075472
GDN0005,Pause,17,17,17,7852,7852,8262,8262,7990,7981,8040,8040,804.0,50,59,100.0,118,,,18.0,18.0,15.254237288135593
GDN0005,Pause,18,18,18,8262,8262,8657,8657,8391,8383,8446,8447,782.0,55,64,110.0,128,,,18.0,18.0,14.0625
GDN0005,Pause,19,19,19,8657,8657,9047,9047,8782,8774,8816,8828,778.0,34,54,68.0,108,,,40.0,40.0,37.03703703703704
GDN0005,Pause,20,20,20,9047,9047,9445,9445,9169,9163,9200,9201,806.0,31,38,62.0,76,,,14.0,14.0,18.421052631578945
GDN0005,Pause,21,21,21,9445,9445,9854,9854,9573,9566,9642,9643,824.0,69,77,138.0,154,,,16.0,16.0,10.38961038961039
GDN0005,Pause,22,22,22,9854,9854,10259,10259,9985,9979,10055,10057,804.0,70,78,140.0,156,,,16.0,16.0,10.256410256410255
GDN0005,Pause,23,23,23,10259,10259,10683,10683,10387,10380,10457,10459,872.0,70,79,140.0,158,,,18.0,18.0,11.39240506329114
GDN0005,Pause,24,24,24,10683,10683,11132,11132,10823,10816,10884,10880,912.0,61,64,122.0,128,,,6.0,6.0,4.6875
GDN0005,Pause,25,25,25,11132,11132,11590,11590,11281,11272,11337,11339,916.0,56,67,112.0,134,,,22.0,22.0,16.417910447761194
GDN0005,Pause,26,26,26,11590,11590,12042,12042,11738,11730,11791,11797,900.0,53,67,106.0,134,,,28.0,28.0,20.8955223880597
GDN0005,Pause,27,27,27,12042,12042,12515,12515,12188,12180,12246,12249,968.0,58,69,116.0,138,,,22.0,22.0,15.942028985507244
GDN0005,Pause,28,28,28,12515,12515,13015,13015,12671,12665,12737,12737,1018.0,66,72,132.0,144,,,12.0,12.0,8.333333333333332
GDN0005,Pause,29,29,29,13015,13015,13517,13517,13180,13173,13220,13241,996.0,40,68,80.0,136,,,56.0,56.0,41.17647058823529
GDN0005,Pause,30,30,30,13517,13517,14013,14013,13678,13671,13707,13728,990.0,29,57,58.0,114,,,56.0,56.0,49.122807017543856
GDN0005,Pause,31,31,31,14013,14013,14501,14501,14174,14166,14203,14235,968.0,29,69,58.0,138,,,80.0,80.0,57.971014492753625
GDN0005,Pause,32,32,32,14501,14501,14981,14981,14658,14651,14724,14725,958.0,66,74,132.0,148,,,16.0,16.0,10.81081081081081
GDN0005,Pause,33,33,33,14981,14981,15460,15460,15137,15129,15160,15187,956.0,23,58,46.0,116,,,70.0,70.0,60.3448275862069
GDN0005,Pause,34,34,34,15460,15460,15925,15925,15615,15607,15665,15666,916.0,50,59,100.0,118,,,18.0,18.0,15.254237288135593
GDN0005,Pause,35,35,35,15925,15925,16379,16379,16074,16066,16120,16121,906.0,46,55,92.0,110,,,18.0,18.0,16.363636363636363
GDN0005,Pause,36,36,36,16379,16379,16836,16836,16526,16518,16577,16577,916.0,51,59,102.0,118,,,16.0,16.0,13.559322033898304
GDN0005,Pause,37,37,37,16836,16836,17310,17310,16983,16977,17038,17051,966.0,55,74,110.0,148,,,38.0,38.0,25.675675675675674
GDN0005,Pause,38,38,38,17310,17310,17802,17802,17466,17459,17519,17534,994.0,53,75,106.0,150,,,44.0,44.0,29.333333333333332
GDN0005,Pause,39,39,39,17802,17802,18294,18294,17963,17956,17982,18011,980.0,19,55,38.0,110,,,72.0,72.0,65.45454545454545
GDN0005,Pause,40,40,40,18294,18294,18788,18788,18454,18446,18487,18522,992.0,33,76,66.0,152,,,86.0,86.0,56.57894736842105
