,,,heartbeat_id,heartbeat_id,heartbeat_start_sample,heartbeat_start_sample,heartbeat_end_sample,heartbeat_end_sample,q_wave_onset_sample,q_wave_onset_sample,b_point_sample,b_point_sample,rr_interval_ms,pep_sample,pep_sample,pep_ms,pep_ms,nan_reason,nan_reason,error_per_sample_ms,absolute_error_per_sample_ms,absolute_relative_error_per_sample_percent
,,,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,estimated,reference,estimated,reference,estimated,reference,metric,metric,metric
participant,phase,,,,,,,,,,,,,,,,,,,,,
GDN0005,Pause,0,0,0,352,352,808,808,493,492,573,568,912.0,80,76,160.0,152,,,-8.0,8.0,5.263157894736842
GDN0005,Pause,1,1,1,808,808,1252,1252,949,948,1031,1025,874.0,82,77,164.0,154,,,-10.0,10.0,6.493506493506493
GDN0005,Pause,2,2,2,1252,1252,1686,1686,1386,1386,1462,1456,864.0,76,70,152.0,140,,,-12.0,12.0,8.571428571428571
GDN0005,Pause,3,3,3,1686,1686,2116,2115,1819,1817,1899,1888,858.0,80,71,160.0,142,,,-18.0,18.0,12.676056338028168
GDN0005,Pause,4,4,4,2116,2115,2570,2570,2247,2246,2330,2293,936.0,83,47,166.0,94,,,-72.0,72.0,76.59574468085107
GDN0005,Pause,5,5,5,2570,2570,3036,3036,2715,2714,2790,2780,928.0,75,66,150.0,132,,,-18.0,18.0,13.636363636363635
GDN0005,Pause,6,6,6,3036,3036,3471,3471,3179,3178,3261,3254,840.0,82,76,164.0,152,,,-12.0,12.0,7.894736842105263
GDN0005,Pause,7,7,7,3471,3471,3890,3890,3599,3597,3681,3674,836.0,82,77,164.0,154,,,-10.0,10.0,6.493506493506493
GDN0005,Pause,8,8,8,3890,3890,4308,4308,4017,4016,4111,4093,838.0,94,77,188.0,154,,,-34.0,34.0,22.07792207792208
GDN0005,Pause,9,9,9,4308,4308,4730,4730,4436,4435,4525,4512,846.0,89,77,178.0,154,,,-24.0,24.0,15.584415584415584
GDN0005,Pause,10,10,10,4730,4730,5150,5150,4860,4859,4946,4915,838.0,86,56,172.0,112,,,-60.0,60.0,53.57142857142857
GDN0005,Pause,11,11,11,5150,5150,5571,5571,5279,5278,5360,5337,842.0,81,59,162.0,118,,,-44.0,44.0,37.28813559322034
GDN0005,Pause,13,13,13,6013,6013,6480,6480,6153,6152,6226,6223,948.0,73,71,146.0,142,,,-4.0,4.0,2.8169014084507045
GDN0005,Pause,14,14,14,6480,6480,6954,6954,6628,6627,6715,6682,948.0,87,55,174.0,110,,,-64.0,64.0,58.18181818181818
GDN0005,Pause,15,15,15,6954,6954,7416,7416,7101,7100,7189,7145,912.0,88,45,176.0,90,,,-86.0,86.0,95.55555555555556
GDN0005,Pause,16,16,16,7416,7416,7852,7852,7557,7556,7641,7609,850.0,84,53,168.0,106,,,-62.0,62.0,58.490566037735846
GDN0005,Pause,17,17,17,7852,7852,8262,8262,7982,7981,8061,8040,804.0,79,59,158.0,118,,,-40.0,40.0,33.89830508474576
GDN0005,Pause,18,18,18,8262,8262,8657,8657,8384,8383,8458,8447,782.0,74,64,148.0,128,,,-20.0,20.0,15.625
GDN0005,Pause,19,19,19,8657,8657,9047,9047,8775,8774,8850,8828,778.0,75,54,150.0,108,,,-42.0,42.0,38.88888888888889
GDN0005,Pause,20,20,20,9047,9047,9445,9445,9164,9163,9240,9201,806.0,76,38,152.0,76,,,-76.0,76.0,100.0
GDN0005,Pause,21,21,21,9445,9445,9854,9854,9567,9566,9644,9643,824.0,77,77,154.0,154,,,0.0,0.0,0.0
GDN0005,Pause,22,22,22,9854,9854,10259,10259,9979,9979,10062,10057,804.0,83,78,166.0,156,,,-10.0,10.0,6.41025641025641
GDN0005,Pause,23,23,23,10259,10259,10683,10683,10381,10380,10461,10459,872.0,80,79,160.0,158,,,-2.0,2.0,1.2658227848101267
GDN0005,Pause,24,24,24,10683,10683,11132,11132,10817,10816,10899,10880,912.0,82,64,164.0,128,,,-36.0,36.0,28.125
GDN0005,Pause,25,25,25,11132,11132,11590,11590,11273,11272,11347,11339,916.0,74,67,148.0,134,,,-14.0,14.0,10.44776119402985
GDN0005,Pause,26,26,26,11590,11590,12042,12042,11731,11730,11803,11797,900.0,72,67,144.0,134,,,-10.0,10.0,7.462686567164178
GDN0005,Pause,27,27,27,12042,12042,12515,12515,12181,12180,12265,12249,968.0,84,69,168.0,138,,,-30.0,30.0,21.73913043478261
GDN0005,Pause,28,28,28,12515,12515,13015,13015,12666,12665,12742,12737,1018.0,76,72,152.0,144,,,-8.0,8.0,5.555555555555555
GDN0005,Pause,29,29,29,13015,13015,13517,13517,13174,13173,13252,13241,996.0,78,68,156.0,136,,,-20.0,20.0,14.705882352941178
GDN0005,Pause,30,30,30,13517,13517,14013,14013,13672,13671,13752,13728,990.0,80,57,160.0,114,,,-46.0,46.0,40.35087719298245
GDN0005,Pause,31,31,31,14013,14013,14501,14501,14167,14166,14243,14235,968.0,76,69,152.0,138,,,-14.0,14.0,10.144927536231885
GDN0005,Pause,32,32,32,14501,14501,14981,14981,14651,14651,14731,14725,958.0,80,74,160.0,148,,,-12.0,12.0,8.108108108108109
GDN0005,Pause,33,33,33,14981,14981,15460,15460,15130,15129,15209,15187,956.0,79,58,158.0,116,,,-42.0,42.0,36.206896551724135
GDN0005,Pause,34,34,34,15460,15460,15925,15925,15608,15607,15687,15666,916.0,79,59,158.0,118,,,-40.0,40.0,33.89830508474576
GDN0005,Pause,35,35,35,15925,15925,16379,16379,16067,16066,16145,16121,906.0,78,55,156.0,110,,,-46.0,46.0,41.81818181818181
GDN0005,Pause,36,36,36,16379,16379,16836,16836,16519,16518,16598,16577,916.0,79,59,158.0,118,,,-40.0,40.0,33.89830508474576
GDN0005,Pause,37,37,37,16836,16836,17310,17310,16978,16977,17060,17051,966.0,82,74,164.0,148,,,-16.0,16.0,10.81081081081081
GDN0005,Pause,38,38,38,17310,17310,17802,17802,17460,17459,17541,17534,994.0,81,75,162.0,150,,,-12.0,12.0,8.0
GDN0005,Pause,39,39,39,17802,17802,18294,18294,17957,17956,18042,18011,980.0,85,55,170.0,110,,,-60.0,60.0,54.54545454545454
