,,,heartbeat_id,heartbeat_id,heartbeat_start_sample,heartbeat_start_sample,heartbeat_end_sample,heartbeat_end_sample,q_wave_onset_sample,q_wave_onset_sample,b_point_sample,b_point_sample,rr_interval_ms,pep_sample,pep_sample,pep_ms,pep_ms,nan_reason,nan_reason,error_per_sample_ms,absolute_error_per_sample_ms,absolute_relative_error_per_sample_percent
,,,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,estimated,reference,estimated,reference,estimated,reference,metric,metric,metric
participant,phase,,,,,,,,,,,,,,,,,,,,,
GDN0005,Pause,0,0,0,352,352,808,808,500,492,560,568,912.0,60,76,120.0,152,,,32.0,32.0,21.052631578947366
GDN0005,Pause,1,1,1,808,808,1252,1252,956,948,1020,1025,874.0,64,77,128.0,154,,,26.0,26.0,16.883116883116884
GDN0005,Pause,2,2,2,1252,1252,1686,1686,1394,1386,1463,1456,864.0,69,70,138.0,140,,,2.0,2.0,1.4285714285714286
GDN0005,Pause,3,3,3,1686,1686,2116,2115,1825,1817,1901,1888,858.0,76,71,152.0,142,,,-10.0,10.0,7.042253521126761
GDN0005,Pause,4,4,4,2116,2115,2570,2570,2253,2246,2316,2293,936.0,63,47,126.0,94,,,-32.0,32.0,34.04255319148936
GDN0005,Pause,5,5,5,2570,2570,3036,3036,2720,2714,2790,2780,928.0,70,66,140.0,132,,,-8.0,8.0,6.0606060606060606
GDN0005,Pause,6,6,6,3036,3036,3471,3471,3185,3178,3234,3254,840.0,49,76,98.0,152,,,54.0,54.0,35.526315789473685
GDN0005,Pause,7,7,7,3471,3471,3890,3890,3605,3597,3659,3674,836.0,54,77,108.0,154,,,46.0,46.0,29.87012987012987
GDN0005,Pause,8,8,8,3890,3890,4308,4308,4023,4016,4077,4093,838.0,54,77,108.0,154,,,46.0,46.0,29.87012987012987
GDN0005,Pause,9,9,9,4308,4308,4730,4730,4442,4435,4497,4512,846.0,55,77,110.0,154,,,44.0,44.0,28.57142857142857
GDN0005,Pause,10,10,10,4730,4730,5150,5150,4867,4859,4932,4915,838.0,65,56,130.0,112,,,-18.0,18.0,16.071428571428573
GDN0005,Pause,11,11,11,5150,5150,5571,5571,5286,5278,5360,5337,842.0,74,59,148.0,118,,,-30.0,30.0,25.423728813559322
GDN0005,Pause,13,13,13,6013,6013,6480,6480,6158,6152,6231,6223,948.0,73,71,146.0,142,,,-4.0,4.0,2.8169014084507045
GDN0005,Pause,14,14,14,6480,6480,6954,6954,6633,6627,6698,6682,948.0,65,55,130.0,110,,,-20.0,20.0,18.181818181818183
GDN0005,Pause,15,15,15,6954,6954,7416,7416,7107,7100,7169,7145,912.0,62,45,124.0,90,,,-34.0,34.0,37.77777777777778
GDN0005,Pause,16,16,16,7416,7416,7852,7852,7564,7556,7626,7609,850.0,62,53,124.0,106,,,-18.0,18.0,16.9811320754717
GDN0005,Pause,17,17,17,7852,7852,8262,8262,7990,7981,8054,8040,804.0,64,59,128.0,118,,,-10.0,10.0,8.47457627118644
GDN0005,Pause,18,18,18,8262,8262,8657,8657,8391,8383,8457,8447,782.0,66,64,132.0,128,,,-4.0,4.0,3.125
GDN0005,Pause,19,19,19,8657,8657,9047,9047,8782,8774,8841,8828,778.0,59,54,118.0,108,,,-10.0,10.0,9.25925925925926
GDN0005,Pause,20,20,20,9047,9047,9445,9445,9169,9163,9234,9201,806.0,65,38,130.0,76,,,-54.0,54.0,71.05263157894737
GDN0005,Pause,21,21,21,9445,9445,9854,9854,9573,9566,9650,9643,824.0,77,77,154.0,154,,,0.0,0.0,0.0
GDN0005,Pause,22,22,22,9854,9854,10259,10259,9985,9979,10039,10057,804.0,54,78,108.0,156,,,48.0,48.0,30.76923076923077
GDN0005,Pause,23,23,23,10259,10259,10683,10683,10387,10380,10459,10459,872.0,72,79,144.0,158,,,14.0,14.0,8.860759493670885
GDN0005,Pause,24,24,24,10683,10683,11132,11132,10823,10816,10888,10880,912.0,65,64,130.0,128,,,-2.0,2.0,1.5625
GDN0005,Pause,25,25,25,11132,11132,11590,11590,11281,11272,11347,11339,916.0,66,67,132.0,134,,,2.0,2.0,1.4925373134328357
GDN0005,Pause,26,26,26,11590,11590,12042,12042,11738,11730,11809,11797,900.0,71,67,142.0,134,,,-8.0,8.0,5.970149253731343
GDN0005,Pause,27,27,27,12042,12042,12515,12515,12188,12180,12259,12249,968.0,71,69,142.0,138,,,-4.0,4.0,2.898550724637681
GDN0005,Pause,28,28,28,12515,12515,13015,13015,12671,12665,12745,12737,1018.0,74,72,148.0,144,,,-4.0,4.0,2.7777777777777777
GDN0005,Pause,29,29,29,13015,13015,13517,13517,13180,13173,13248,13241,996.0,68,68,136.0,136,,,0.0,0.0,0.0
GDN0005,Pause,30,30,30,13517,13517,14013,14013,13678,13671,13736,13728,990.0,58,57,116.0,114,,,-2.0,2.0,1.7543859649122806
GDN0005,Pause,31,31,31,14013,14013,14501,14501,14174,14166,14228,14235,968.0,54,69,108.0,138,,,30.0,30.0,21.73913043478261
GDN0005,Pause,32,32,32,14501,14501,14981,14981,14658,14651,14708,14725,958.0,50,74,100.0,148,,,48.0,48.0,32.432432432432435
GDN0005,Pause,33,33,33,14981,14981,15460,15460,15137,15129,15199,15187,956.0,62,58,124.0,116,,,-8.0,8.0,6.896551724137931
GDN0005,Pause,34,34,34,15460,15460,15925,15925,15615,15607,15674,15666,916.0,59,59,118.0,118,,,0.0,0.0,0.0
GDN0005,Pause,35,35,35,15925,15925,16379,16379,16074,16066,16134,16121,906.0,60,55,120.0,110,,,-10.0,10.0,9.090909090909092
GDN0005,Pause,36,36,36,16379,16379,16836,16836,16526,16518,16597,16577,916.0,71,59,142.0,118,,,-24.0,24.0,20.33898305084746
GDN0005,Pause,37,37,37,16836,16836,17310,17310,16983,16977,17059,17051,966.0,76,74,152.0,148,,,-4.0,4.0,2.7027027027027026
GDN0005,Pause,38,38,38,17310,17310,17802,17802,17466,17459,17535,17534,994.0,69,75,138.0,150,,,12.0,12.0,8.0
GDN0005,Pause,39,39,39,17802,17802,18294,18294,17963,17956,18027,18011,980.0,64,55,128.0,110,,,-18.0,18.0,16.363636363636363
