participant,phase,pep_reference_ms,pep_estimated_ms,error_ms,absolute_error_ms,absolute_relative_error_percent,pearson_r,num_pep_total,num_pep_valid,num_pep_invalid
GDN0005,Pause,132.19354838709677,138.1290322580645,-5.935483870967742,21.93548387096774,17.743850124644176,-0.052095804906546785,62,62,0
GDN0005,Valsalva,143.77777777777777,132.12698412698413,11.65079365079365,22.571428571428573,15.403295903984924,-0.27780968030675834,63,63,0
GDN0005,HoldingBreath,132.86153846153846,142.7076923076923,-9.846153846153847,14.830769230769231,11.939104100366592,0.43496680480264344,65,65,0
GDN0005,TiltUp,165.30666666666667,136.85333333333332,28.453333333333333,39.92,24.58070143465299,0.0467216609555666,75,75,0
GDN0005,TiltDown,128.46428571428572,120.53571428571429,7.928571428571429,29.357142857142858,23.79099789075524,-0.5143015415924519,56,56,0
GDN0006,Pause,165.8148148148148,171.55555555555554,-5.7407407407407405,8.62962962962963,5.353112096003874,0.09373090242064729,54,54,0
GDN0006,Valsalva,159.0,157.77777777777777,1.2222222222222223,13.814814814814815,8.823253375827269,0.055508432947519074,54,54,0
GDN0006,TiltUp,191.15625,209.375,-18.21875,18.21875,9.576722539803935,0.6205839423110825,64,64,0
GDN0006,TiltDown,151.92727272727274,155.52727272727273,-3.6,14.072727272727272,9.881862459439008,0.20822293237884773,55,55,0
GDN0007,Pause,134.61290322580646,107.54838709677419,27.06451612903226,38.806451612903224,28.149797546577503,-0.508369364045426,62,62,0
GDN0007,Valsalva,144.73684210526315,100.66666666666667,44.07017543859649,47.64912280701754,32.35477223492999,-0.26197859916894406,57,57,0
GDN0007,HoldingBreath,141.16363636363636,112.2909090909091,28.87272727272727,42.03636363636364,28.986061709213285,-0.43644125639323544,55,55,0
GDN0007,TiltUp,156.02857142857144,177.54285714285714,-21.514285714285716,22.714285714285715,14.836714232550548,0.2958675210974308,70,70,0
GDN0007,TiltDown,139.05454545454546,102.72727272727273,36.32727272727273,45.49090909090909,32.612691504329774,-0.3587617154296549,55,55,0
GDN0008,Pause,158.9090909090909,175.16363636363636,-16.254545454545454,17.418181818181818,11.236742450136271,0.330329836862653,55,55,0
GDN0008,Valsalva,164.14285714285714,179.89285714285714,-15.75,16.321428571428573,10.247996576998277,0.4183803974098878,56,56,0
GDN0008,HoldingBreath,173.46268656716418,192.7058823529412,-28.235294117647058,28.235294117647058,17.50907850892955,0.5742124354353623,67,17,50
GDN0008,TiltUp,183.91044776119404,200.71428571428572,-18.607142857142858,21.821428571428573,12.489446799870572,0.6364831883905444,67,56,11
GDN0008,TiltDown,172.1153846153846,189.1153846153846,-17.0,18.53846153846154,11.296938918485406,0.476959581112552,52,52,0
