,,,heartbeat_id,heartbeat_id,heartbeat_start_sample,heartbeat_start_sample,heartbeat_end_sample,heartbeat_end_sample,q_wave_onset_sample,q_wave_onset_sample,b_point_sample,b_point_sample,rr_interval_ms,pep_sample,pep_sample,pep_ms,pep_ms,nan_reason,nan_reason,error_per_sample_ms,absolute_error_per_sample_ms,absolute_relative_error_per_sample_percent
,,,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,estimated,reference,estimated,reference,estimated,reference,metric,metric,metric
participant,phase,,,,,,,,,,,,,,,,,,,,,
GDN0005,Pause,0,0,0,352,352,808,808,494,492,552,568,912.0,58,76,116.0,152,,,36.0,36.0,23.684210526315788
GDN0005,Pause,1,1,1,808,808,1252,1252,950,948,1015,1025,874.0,65,77,130.0,154,no_monotonic_segment,,24.0,24.0,15.584415584415584
GDN0005,Pause,2,2,2,1252,1252,1686,1686,1387,1386,1453,1456,864.0,66,70,132.0,140,,,8.0,8.0,5.714285714285714
GDN0005,Pause,3,3,3,1686,1686,2116,2115,1819,1817,1887,1888,858.0,68,71,136.0,142,,,6.0,6.0,4.225352112676056
GDN0005,Pause,4,4,4,2116,2115,2570,2570,2248,2246,2314,2293,936.0,66,47,132.0,94,,,-38.0,38.0,40.42553191489361
GDN0005,Pause,5,5,5,2570,2570,3036,3036,2716,2714,2778,2780,928.0,62,66,124.0,132,,,8.0,8.0,6.0606060606060606
GDN0005,Pause,6,6,6,3036,3036,3471,3471,3180,3178,3253,3254,840.0,73,76,146.0,152,,,6.0,6.0,3.9473684210526314
GDN0005,Pause,7,7,7,3471,3471,3890,3890,3600,3597,3666,3674,836.0,66,77,132.0,154,no_monotonic_segment,,22.0,22.0,14.285714285714285
GDN0005,Pause,8,8,8,3890,3890,4308,4308,4018,4016,4066,4093,838.0,48,77,96.0,154,,,58.0,58.0,37.66233766233766
GDN0005,Pause,9,9,9,4308,4308,4730,4730,4437,4435,4490,4512,846.0,53,77,106.0,154,,,48.0,48.0,31.16883116883117
GDN0005,Pause,10,10,10,4730,4730,5150,5150,4860,4859,4923,4915,838.0,63,56,126.0,112,,,-14.0,14.0,12.5
GDN0005,Pause,11,11,11,5150,5150,5571,5571,5279,5278,5350,5337,842.0,71,59,142.0,118,,,-24.0,24.0,20.33898305084746
GDN0005,Pause,13,13,13,6013,6013,6480,6480,6154,6152,6222,6223,948.0,68,71,136.0,142,,,6.0,6.0,4.225352112676056
GDN0005,Pause,14,14,14,6480,6480,6954,6954,6628,6627,6693,6682,948.0,65,55,130.0,110,,,-20.0,20.0,18.181818181818183
GDN0005,Pause,15,15,15,6954,6954,7416,7416,7102,7100,7142,7145,912.0,40,45,80.0,90,,,10.0,10.0,11.11111111111111
GDN0005,Pause,16,16,16,7416,7416,7852,7852,7558,7556,7606,7609,850.0,48,53,96.0,106,,,10.0,10.0,9.433962264150944
GDN0005,Pause,17,17,17,7852,7852,8262,8262,7983,7981,8040,8040,804.0,57,59,114.0,118,,,4.0,4.0,3.389830508474576
GDN0005,Pause,18,18,18,8262,8262,8657,8657,8385,8383,8446,8447,782.0,61,64,122.0,128,,,6.0,6.0,4.6875
GDN0005,Pause,19,19,19,8657,8657,9047,9047,8776,8774,8832,8828,778.0,56,54,112.0,108,,,-4.0,4.0,3.7037037037037033
GDN0005,Pause,20,20,20,9047,9047,9445,9445,9165,9163,9220,9201,806.0,55,38,110.0,76,,,-34.0,34.0,44.73684210526316
GDN0005,Pause,21,21,21,9445,9445,9854,9854,9568,9566,9642,9643,824.0,74,77,148.0,154,,,6.0,6.0,3.896103896103896
GDN0005,Pause,22,22,22,9854,9854,10259,10259,9980,9979,10091,10057,804.0,111,78,222.0,156,,,-66.0,66.0,42.30769230769231
GDN0005,Pause,23,23,23,10259,10259,10683,10683,10382,10380,10457,10459,872.0,75,79,150.0,158,,,8.0,8.0,5.063291139240507
GDN0005,Pause,24,24,24,10683,10683,11132,11132,10818,10816,10887,10880,912.0,69,64,138.0,128,,,-10.0,10.0,7.8125
GDN0005,Pause,25,25,25,11132,11132,11590,11590,11274,11272,11337,11339,916.0,63,67,126.0,134,,,8.0,8.0,5.970149253731343
GDN0005,Pause,26,26,26,11590,11590,12042,12042,11732,11730,11791,11797,900.0,59,67,118.0,134,,,16.0,16.0,11.940298507462686
GDN0005,Pause,27,27,27,12042,12042,12515,12515,12182,12180,12246,12249,968.0,64,69,128.0,138,,,10.0,10.0,7.246376811594203
GDN0005,Pause,28,28,28,12515,12515,13015,13015,12666,12665,12737,12737,1018.0,71,72,142.0,144,,,2.0,2.0,1.3888888888888888
GDN0005,Pause,29,29,29,13015,13015,13517,13517,13175,13173,13241,13241,996.0,66,68,132.0,136,,,4.0,4.0,2.941176470588235
GDN0005,Pause,30,30,30,13517,13517,14013,14013,13673,13671,13726,13728,990.0,53,57,106.0,114,,,8.0,8.0,7.017543859649122
GDN0005,Pause,31,31,31,14013,14013,14501,14501,14168,14166,14223,14235,968.0,55,69,110.0,138,,,28.0,28.0,20.28985507246377
GDN0005,Pause,32,32,32,14501,14501,14981,14981,14652,14651,14710,14725,958.0,58,74,116.0,148,no_monotonic_segment,,32.0,32.0,21.62162162162162
GDN0005,Pause,33,33,33,14981,14981,15460,15460,15131,15129,15184,15187,956.0,53,58,106.0,116,,,10.0,10.0,8.620689655172415
GDN0005,Pause,34,34,34,15460,15460,15925,15925,15609,15607,15678,15666,916.0,69,59,138.0,118,,,-20.0,20.0,16.94915254237288
GDN0005,Pause,35,35,35,15925,15925,16379,16379,16067,16066,16137,16121,906.0,70,55,140.0,110,,,-30.0,30.0,27.27272727272727
GDN0005,Pause,36,36,36,16379,16379,16836,16836,16520,16518,16587,16577,916.0,67,59,134.0,118,,,-16.0,16.0,13.559322033898304
GDN0005,Pause,37,37,37,16836,16836,17310,17310,16978,16977,17045,17051,966.0,67,74,134.0,148,,,14.0,14.0,9.45945945945946
GDN0005,Pause,38,38,38,17310,17310,17802,17802,17461,17459,17530,17534,994.0,69,75,138.0,150,,,12.0,12.0,8.0
GDN0005,Pause,39,39,39,17802,17802,18294,18294,17958,17956,18009,18011,980.0,51,55,102.0,110,,,8.0,8.0,7.2727272727272725
