participant,phase,label_period,pep_reference_ms,pep_estimated_ms,error_ms,absolute_error_ms,absolute_relative_error_percent,pearson_r,num_pep_total,num_pep_valid,num_pep_invalid
01,Baseline,0,144.4,144.8,-0.4,8.4,5.864595245400198,0.20523549091578544,10,10,0
01,Baseline,1,144.8,143.6,1.2,8.4,5.779113921528782,0.008335938721339302,10,10,0
01,Baseline,2,142.4,138.8,3.6,7.6,5.287430287430288,-0.15850736486866462,10,10,0
01,Baseline,3,142.4,143.6,-1.2,8.4,5.913556413556414,-0.028458400211887547,10,10,0
01,CognitiveWorkload,0,139.2,132.8,6.4,8.0,5.688419511948924,-0.14002800840280102,10,10,0
01,CognitiveWorkload,1,146.0,138.4,7.6,7.6,5.164003012300226,0.773287661713824,10,10,0
01,CognitiveWorkload,2,149.6,132.0,17.6,17.6,11.621747182722793,0.10122204127236449,10,10,0
01,CognitiveWorkload,3,148.0,127.6,20.4,20.4,13.750942311917925,0.42766686606638954,10,10,0
02,Baseline,0,125.2,126.8,-1.6,7.2,5.790322580645162,0.29875271984342383,10,10,0
02,Baseline,1,126.4,128.8,-2.4,6.4,5.121673492432669,0.26324505027270395,10,10,0
02,Baseline,2,122.8,130.4,-7.6,8.4,6.886572201435939,0.5109714072571603,10,10,0
02,Baseline,3,125.2,132.0,-6.8,8.4,6.750819513263896,0.45958799169714093,10,10,0
02,CognitiveWorkload,0,118.4,118.0,0.4,6.0,5.01124748907007,0.660869831336548,10,10,0
02,CognitiveWorkload,1,116.44444444444444,119.11111111111111,-2.6666666666666665,7.111111111111111,6.092866265280057,0.22081502765402505,9,9,0
02,CognitiveWorkload,2,118.0,119.2,-1.2,5.2,4.403940886699507,0.34658349660669086,10,10,0
02,CognitiveWorkload,3,118.4,125.2,-6.8,7.6,6.42677048572488,0.27806119974998833,10,10,0
03,Baseline,0,127.6,115.2,12.4,12.4,9.461859377181957,-0.4839745847829723,10,10,0
03,Baseline,1,127.2,109.6,17.6,17.6,13.637811942959,-0.08389536383820287,10,10,0
03,Baseline,2,131.2,123.6,7.6,10.0,7.546899258237019,-0.27758519176498253,10,10,0
03,Baseline,3,121.6,112.8,8.8,8.8,7.176536038118352,0.6910233190806424,10,10,0
03,CognitiveWorkload,0,137.2,130.0,7.2,9.6,6.883084214547063,0.25842552129728097,10,10,0
03,CognitiveWorkload,1,134.0,122.0,12.0,12.0,8.807000994500994,0.4420318013728201,10,10,0
03,CognitiveWorkload,2,128.4,125.6,2.8,6.8,5.214224619466554,0.21014057853356963,10,10,0
03,CognitiveWorkload,3,130.8,126.8,4.0,6.4,4.804903877484523,0.39097839887358476,10,10,0
04,Baseline,0,124.8,124.0,0.8,2.4,1.9462365591397848,0.4564354645876384,10,10,0
04,Baseline,1,124.4,103.2,21.2,22.8,18.36627186773182,0.30784187421319853,10,10,0
04,Baseline,2,128.8,104.0,24.8,27.2,22.288421687161126,0.7441256081936575,10,10,0
04,Baseline,3,125.2,129.2,-4.0,6.4,5.262406992830503,0.581311200596362,10,10,0
04,CognitiveWorkload,0,126.8,125.2,1.6,2.4,1.8756109481915935,0.3067191794659486,10,10,0
04,CognitiveWorkload,1,123.2,120.0,3.2,6.4,5.173387096774194,0.10017825326089988,10,10,0
04,CognitiveWorkload,2,122.4,122.0,0.4,3.6,2.935483870967742,0.18257418583505539,10,10,0
04,CognitiveWorkload,3,122.4,116.0,6.4,8.0,6.635150166852057,0.3121776688157186,10,10,0
05,Baseline,0,104.0,69.6,34.4,38.4,35.71590534048821,-0.543078852951278,10,10,0
05,Baseline,1,104.0,59.6,44.4,44.4,39.17383689952626,0.030064312465122114,10,10,0
05,Baseline,2,112.4,75.6,36.8,40.8,35.455553297465066,-0.5292493515218485,10,10,0
05,Baseline,3,110.0,70.8,39.2,39.2,36.492850889583366,0.752884691745233,10,10,0
