participant,phase,label_period,pep_reference_ms,pep_estimated_ms,error_ms,absolute_error_ms,absolute_relative_error_percent,pearson_r,num_pep_total,num_pep_valid,num_pep_invalid
01,Baseline,0,144.4,133.2,11.2,11.2,7.6769029091010506,0.4733873642807385,10,10,0
01,Baseline,1,144.8,133.2,11.6,11.6,7.95046970898364,0.8002501172485688,10,10,0
01,Baseline,2,142.4,134.0,8.4,8.4,5.859325712266889,0.25,10,10,0
01,Baseline,3,142.4,132.8,9.6,9.6,6.731445731445731,0.7035264706814485,10,10,0
01,CognitiveWorkload,0,139.2,128.8,10.4,10.4,7.419978802331744,0.32732683535398865,10,10,0
01,CognitiveWorkload,1,146.0,131.6,14.4,14.4,9.720943854070788,0.5348281873006976,10,10,0
01,CognitiveWorkload,2,149.6,128.4,21.2,21.2,14.011900493928731,-0.08584596235420258,10,10,0
01,CognitiveWorkload,3,148.0,123.2,24.8,24.8,16.616962177937786,0.10463701596227337,10,10,0
02,Baseline,0,125.2,117.2,8.0,8.0,6.425403225806451,0.8660384765566431,10,10,0
02,Baseline,1,126.4,118.8,7.6,7.6,5.964695621397512,0.9370425713316365,10,10,0
02,Baseline,2,122.8,115.6,7.2,7.2,5.847401995483198,0.8446286333313789,10,10,0
02,Baseline,3,125.2,116.0,9.2,9.2,7.334633178278895,0.8899883189799697,10,10,0
02,CognitiveWorkload,0,118.4,111.2,7.2,7.2,6.038033203355783,0.98333337393205,10,10,0
02,CognitiveWorkload,1,116.44444444444444,109.5,7.5,7.5,6.3947044334975365,0.6109598099719175,9,8,1
02,CognitiveWorkload,2,118.0,111.6,6.4,6.4,5.403119868637111,0.6920456654478332,10,10,0
02,CognitiveWorkload,3,118.4,110.4,8.0,8.0,6.724879495736003,0.10500525039378285,10,10,0
03,Baseline,0,127.6,94.0,33.6,33.6,26.204589093701998,-0.05274980132066966,10,10,0
03,Baseline,1,127.2,102.0,25.2,25.2,19.411096256684495,-0.43551638661232533,10,10,0
03,Baseline,2,131.2,118.0,13.2,13.2,10.04467109424415,0.6390096504226938,10,10,0
03,Baseline,3,121.6,100.8,20.8,20.8,16.93238097645773,0.03180519389157175,10,10,0
03,CognitiveWorkload,0,137.2,120.8,16.4,16.4,11.813211169635316,0.23998432806580539,10,10,0
03,CognitiveWorkload,1,134.0,102.0,32.0,32.0,23.138835263835265,-0.6563716088475814,10,10,0
03,CognitiveWorkload,2,128.4,114.8,13.6,13.6,10.38009705348415,0.055907385573928325,10,10,0
03,CognitiveWorkload,3,130.8,111.6,19.2,19.2,14.729337971747839,0.40681983525877335,10,10,0
04,Baseline,0,124.8,118.4,6.4,6.4,5.122311827956989,0.5091750772173155,10,10,0
04,Baseline,1,124.4,108.4,16.0,16.0,13.2189053453653,0.6219871624347671,10,10,0
04,Baseline,2,128.8,105.2,23.6,23.6,19.301948410538337,0.7425362117113057,10,10,0
04,Baseline,3,125.2,119.6,5.6,5.6,4.378249320255962,0.8799321363954615,10,10,0
04,CognitiveWorkload,0,126.8,118.0,8.8,8.8,6.927236070381232,0.7808688094430304,10,10,0
04,CognitiveWorkload,1,123.2,117.2,6.0,6.0,4.842741935483871,0.8240605184850217,10,10,0
04,CognitiveWorkload,2,122.4,115.6,6.8,6.8,5.548387096774194,0.606478434863123,10,10,0
04,CognitiveWorkload,3,122.4,116.4,6.0,6.0,4.893886725991843,0.8126045083289422,10,10,0
05,Baseline,0,104.0,62.0,41.0,41.0,36.72001246806586,0.12707350761964173,10,8,2
05,Baseline,1,104.0,89.33333333333333,18.22222222222222,18.22222222222222,17.999640716304455,0.7691760610943585,10,9,1
05,Baseline,2,112.4,83.6,28.8,28.8,26.11671090347561,0.6371550873168225,10,10,0
05,Baseline,3,110.0,80.0,31.0,31.0,30.03020469172096,0.7984439205860085,10,8,2
05,Baseline,4,126.4,102.4,24.0,24.0,20.029746787929902,0.8243786964470823,10,10,0
05,Baseline,5,124.0,104.8,19.2,20.8,17.595624456679225,0.566347716520909,6,5,1
05,Baseline,6,104.8,68.0,45.0,45.0,41.44683441558442,0.6287263985119227,5,4,1
05,Baseline,7,115.6,70.0,45.6,45.6,40.92595715371022,0.7806456399768751,10,10,0
06,Baseline,0,118.66666666666667,93.33333333333333,25.333333333333332,25.333333333333332,22.178918505701354,0.8623326499274552,9,9,0
06,Baseline,1,109.6,71.6,38.0,38.0,34.960380615553035,0.5254282635553027,10,10,0
06,Baseline,2,117.2,104.4,12.8,12.8,10.67951162667514,-0.5157751592336164,10,10,0
06,Baseline,3,114.0,68.4,45.6,45.6,40.009669768290465,0.13653697049998817,10,10,0
06,CognitiveWorkload,0,121.6,114.4,7.2,7.2,5.875139043381536,0.599144689515278,10,10,0
06,CognitiveWorkload,1,124.4,106.0,18.4,18.4,14.720722941315264,0.07250380168071692,10,10,0
06,CognitiveWorkload,2,122.4,110.0,12.4,12.4,10.47330156402737,0.8934003706562562,10,10,0
06,CognitiveWorkload,3,123.2,115.2,8.0,8.0,6.393136132499314,0.8371030554380559,10,10,0
07,Baseline,0,98.2,89.47368421052632,8.631578947368421,8.631578947368421,8.664993833186054,0.6938631973492493,20,19,1
07,Baseline,1,95.2,75.11111111111111,20.0,20.0,20.976190476190474,0.08795132586620469,10,9,1
07,Baseline,2,90.8,67.55555555555556,25.333333333333332,25.333333333333332,29.666666666666668,0.7187251007126741,10,9,1
07,CognitiveWorkload,0,90.22222222222223,58.0,31.5,55.5,64.86584999612494,-0.7388442063108955,9,8,1
07,CognitiveWorkload,1,80.0,41.5,43.5,43.5,49.856189095151265,-0.6411472095809493,10,8,2
07,CognitiveWorkload,2,85.2,45.77777777777778,42.22222222222222,42.22222222222222,47.51965002537086,-0.13039370725494256,10,9,1
07,CognitiveWorkload,3,82.0,59.111111111111114,26.666666666666668,26.666666666666668,31.63673023008061,0.4540455535801513,10,9,1
08,Baseline,0,112.0,63.2,48.8,48.8,46.173160894300324,0.8595987644833197,10,10,0
08,Baseline,1,107.6,64.4,43.2,43.2,39.39890888166751,-0.5292541018592021,10,10,0
08,Baseline,2,104.0,65.6,38.4,38.4,36.278546166477206,-0.14650225966827984,10,10,0
08,Baseline,3,110.0,63.2,46.8,46.8,42.52651818169059,0.3982924776685251,10,10,0
