participant,phase,label_period,pep_reference_ms,pep_estimated_ms,error_ms,absolute_error_ms,absolute_relative_error_percent,pearson_r,num_pep_total,num_pep_valid,num_pep_invalid
01,Baseline,0,144.4,113.6,30.8,30.8,21.241853308416776,0.1003350093135977,10,10,0
01,Baseline,1,144.8,114.8,30.0,30.0,20.643332629400742,0.454256762579498,10,10,0
01,Baseline,2,142.4,115.2,27.2,27.2,19.069258333964218,0.37499999999999994,10,10,0
01,Baseline,3,142.4,115.6,26.8,26.8,18.7970827970828,0.30151134457776374,10,10,0
01,CognitiveWorkload,0,139.2,114.4,24.8,24.8,17.76206879148056,0.2500000000000001,10,10,0
01,CognitiveWorkload,1,146.0,114.8,31.2,31.2,21.223328591749645,0.45241392835886407,10,10,0
01,CognitiveWorkload,2,149.6,114.4,35.2,35.2,23.40237624383966,0.07840625602339757,10,10,0
01,CognitiveWorkload,3,148.0,113.6,34.4,34.4,23.11705795852137,0.5892556509887897,10,10,0
02,Baseline,0,125.2,108.8,16.4,16.4,13.068548387096774,0.512147519731584,10,10,0
02,Baseline,1,126.4,109.6,16.8,16.8,13.18067423399737,0.5738190417570046,10,10,0
02,Baseline,2,122.8,106.8,16.0,16.0,12.930552044359052,0.21821789023599242,10,10,0
02,Baseline,3,125.2,106.8,18.4,18.4,14.604611184144,-0.02171349163539739,10,10,0
02,CognitiveWorkload,0,118.4,106.8,11.6,11.6,9.527073732718893,0.36256778547056934,10,10,0
02,CognitiveWorkload,1,116.44444444444444,106.22222222222223,10.222222222222221,10.222222222222221,8.71282612661923,-0.1222789970111296,9,9,0
02,CognitiveWorkload,2,118.0,107.2,10.8,10.8,9.11576354679803,0.37267799624996495,10,10,0
02,CognitiveWorkload,3,118.4,107.6,10.8,10.8,9.083426028921025,0.3015113445777637,10,10,0
03,Baseline,0,127.6,108.0,19.6,19.6,15.214111157659545,-0.17200522903844537,10,10,0
03,Baseline,1,127.2,108.4,18.8,18.8,14.66299019607843,0.44791400876468357,10,10,0
03,Baseline,2,131.2,107.2,24.0,24.0,18.23383862342591,0.2721655269759088,10,10,0
03,Baseline,3,121.6,105.2,16.4,16.4,13.362010278375683,0.81391427435144,10,10,0
03,CognitiveWorkload,0,137.2,111.6,25.6,25.6,18.481697782781374,0.25850499405115385,10,10,0
03,CognitiveWorkload,1,134.0,110.8,23.2,23.2,17.1281395031395,0.43732920163315514,10,10,0
03,CognitiveWorkload,2,128.4,110.4,18.0,18.0,13.833027859237538,0.42315273885032384,10,10,0
03,CognitiveWorkload,3,130.8,111.6,19.2,19.2,14.511984168056273,-0.3056497668720592,10,10,0
04,Baseline,0,124.8,109.2,15.6,15.6,12.461021505376344,-0.12803687993289598,10,10,0
04,Baseline,1,124.4,108.4,16.0,16.0,12.502524650605853,0.7542032576813633,10,10,0
04,Baseline,2,128.8,109.2,19.6,19.6,13.850375586179847,0.7416679013126368,10,10,0
04,Baseline,3,125.2,110.0,15.2,15.2,11.860117418895964,0.4736842105263158,10,10,0
04,CognitiveWorkload,0,126.8,107.2,19.6,19.6,15.437133431085044,0.5466081666101211,10,10,0
04,CognitiveWorkload,1,123.2,107.2,16.0,16.0,12.913978494623654,-0.1147078669352809,10,10,0
04,CognitiveWorkload,2,122.4,106.4,16.0,16.0,13.053763440860214,0.1666666666666667,10,10,0
04,CognitiveWorkload,3,122.4,106.4,16.0,16.0,13.004843344456805,-0.11306675421666139,10,10,0
05,Baseline,0,104.0,106.0,-2.0,13.2,16.869219767996185,0.27386127875258304,10,10,0
05,Baseline,1,104.0,105.2,-1.2,21.2,23.070749648584673,0.6748808955293659,10,10,0
05,Baseline,2,112.4,106.4,6.0,13.2,13.146901437342615,0.6201799758122604,10,10,0
