,,,,heartbeat_id,heartbeat_id,heartbeat_start_sample,heartbeat_start_sample,heartbeat_end_sample,heartbeat_end_sample,q_peak_sample,q_peak_sample,b_point_sample,b_point_sample,rr_interval_ms,rr_interval_ms,heart_rate_bpm,heart_rate_bpm,pep_sample,pep_sample,pep_ms,pep_ms,nan_reason,nan_reason,error_per_sample_ms,absolute_error_per_sample_ms,absolute_relative_error_per_sample_percent
,,,,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,metric,metric,metric
participant,condition,phase,,,,,,,,,,,,,,,,,,,,,,,,
VP_001,tsst,Prep,0,0,0,394,399,984,985,581,567,664,634,590.0,590.0,101.69491525423729,101.69491525423729,83,67,83.0,67.0,,,-16.0,16.0,23.88059701492537
VP_001,tsst,Prep,1,1,1,984,985,1569,1569,1170,1156,1247,1206,581.0,581.0,103.27022375215147,103.27022375215147,77,50,77.0,50.0,,,-27.0,27.0,54.0
VP_001,tsst,Prep,2,2,2,1569,1569,2134,2134,1751,1735,1836,1811,557.0,557.0,107.71992818671453,107.71992818671453,85,76,85.0,76.0,,,-9.0,9.0,11.842105263157894
VP_001,tsst,Prep,3,3,3,2134,2134,2684,2684,2308,2291,2396,2382,546.0,546.0,109.89010989010988,109.89010989010988,88,91,88.0,91.0,,,3.0,3.0,3.296703296703297
VP_001,tsst,Prep,4,4,4,2684,2684,3227,3227,2854,2846,2941,2926,541.0,541.0,110.90573012939001,110.90573012939001,87,80,87.0,80.0,,,-7.0,7.0,8.75
VP_001,tsst,Prep,5,5,5,3227,3227,3769,3769,3395,3378,3480,3456,543.0,543.0,110.49723756906077,110.49723756906077,85,78,85.0,78.0,,,-7.0,7.0,8.974358974358974
VP_001,tsst,Prep,6,6,6,3769,3769,4314,4314,3939,3923,4022,3996,546.0,546.0,109.89010989010988,109.89010989010988,83,73,83.0,73.0,,,-10.0,10.0,13.698630136986301
VP_001,tsst,Prep,7,7,7,4314,4314,4862,4863,4485,4469,4568,4542,550.0,550.0,109.09090909090908,109.09090909090908,83,73,83.0,73.0,,,-10.0,10.0,13.698630136986301
VP_001,tsst,Prep,8,8,8,4862,4863,5404,5404,5035,5022,5121,5102,537.0,537.0,111.73184357541899,111.73184357541899,86,80,86.0,80.0,,,-6.0,6.0,7.5
VP_001,tsst,Prep,9,9,9,5404,5404,5943,5943,5571,5553,5660,5637,540.0,540.0,111.1111111111111,111.1111111111111,89,84,89.0,84.0,,,-5.0,5.0,5.952380952380952
VP_001,tsst,Prep,10,10,10,5943,5943,6484,6484,6110,6094,6199,6183,541.0,541.0,110.90573012939001,110.90573012939001,89,89,89.0,89.0,,,0.0,0.0,0.0
VP_001,tsst,Prep,11,11,11,6484,6484,7032,7032,6652,6636,6739,6709,552.0,552.0,108.69565217391303,108.69565217391303,87,73,87.0,73.0,,,-14.0,14.0,19.17808219178082
VP_001,tsst,Prep,12,12,12,7032,7032,7595,7595,7205,7190,7289,7256,569.0,569.0,105.4481546572935,105.4481546572935,84,66,84.0,66.0,,,-18.0,18.0,27.27272727272727
