,,,,heartbeat_id,heartbeat_id,heartbeat_start_sample,heartbeat_start_sample,heartbeat_end_sample,heartbeat_end_sample,q_peak_sample,q_peak_sample,b_point_sample,b_point_sample,rr_interval_ms,rr_interval_ms,heart_rate_bpm,heart_rate_bpm,pep_sample,pep_sample,pep_ms,pep_ms,nan_reason,nan_reason,error_per_sample_ms,absolute_error_per_sample_ms,absolute_relative_error_per_sample_percent
,,,,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,metric,metric,metric
participant,condition,phase,,,,,,,,,,,,,,,,,,,,,,,,
VP_001,tsst,Prep,0,0,0,394,399,984,985,581,567,670,634,590.0,590.0,101.69491525423729,101.69491525423729,89,67,89.0,67.0,,,-22.0,22.0,32.83582089552239
VP_001,tsst,Prep,1,1,1,984,985,1569,1569,1170,1156,1243,1206,581.0,581.0,103.27022375215147,103.27022375215147,73,50,73.0,50.0,,,-23.0,23.0,46.0
VP_001,tsst,Prep,2,2,2,1569,1569,2134,2134,1751,1735,1840,1811,557.0,557.0,107.71992818671453,107.71992818671453,89,76,89.0,76.0,,,-13.0,13.0,17.105263157894736
VP_001,tsst,Prep,3,3,3,2134,2134,2684,2684,2308,2291,2402,2382,546.0,546.0,109.89010989010988,109.89010989010988,94,91,94.0,91.0,,,-3.0,3.0,3.296703296703297
VP_001,tsst,Prep,4,4,4,2684,2684,3227,3227,2854,2846,2945,2926,541.0,541.0,110.90573012939001,110.90573012939001,91,80,91.0,80.0,,,-11.0,11.0,13.750000000000002
VP_001,tsst,Prep,5,5,5,3227,3227,3769,3769,3395,3378,3487,3456,543.0,543.0,110.49723756906077,110.49723756906077,92,78,92.0,78.0,,,-14.0,14.0,17.94871794871795
VP_001,tsst,Prep,6,6,6,3769,3769,4314,4314,3939,3923,4029,3996,546.0,546.0,109.89010989010988,109.89010989010988,90,73,90.0,73.0,,,-17.0,17.0,23.28767123287671
VP_001,tsst,Prep,7,7,7,4314,4314,4862,4863,4485,4469,4575,4542,550.0,550.0,109.09090909090908,109.09090909090908,90,73,90.0,73.0,,,-17.0,17.0,23.28767123287671
VP_001,tsst,Prep,8,8,8,4862,4863,5404,5404,5035,5022,5127,5102,537.0,537.0,111.73184357541899,111.73184357541899,92,80,92.0,80.0,,,-12.0,12.0,15.0
VP_001,tsst,Prep,9,9,9,5404,5404,5943,5943,5571,5553,5665,5637,540.0,540.0,111.1111111111111,111.1111111111111,94,84,94.0,84.0,,,-10.0,10.0,11.904761904761903
VP_001,tsst,Prep,10,10,10,5943,5943,6484,6484,6110,6094,6202,6183,541.0,541.0,110.90573012939001,110.90573012939001,92,89,92.0,89.0,,,-3.0,3.0,3.3707865168539324
VP_001,tsst,Prep,11,11,11,6484,6484,7032,7032,6652,6636,6746,6709,552.0,552.0,108.69565217391303,108.69565217391303,94,73,94.0,73.0,,,-21.0,21.0,28.767123287671232
VP_001,tsst,Prep,12,12,12,7032,7032,7595,7595,7205,7190,7296,7256,569.0,569.0,105.4481546572935,105.4481546572935,91,66,91.0,66.0,,,-25.0,25.0,37.878787878787875
