,,,,heartbeat_id,heartbeat_id,heartbeat_start_sample,heartbeat_start_sample,heartbeat_end_sample,heartbeat_end_sample,q_wave_onset_sample,q_wave_onset_sample,b_point_sample,b_point_sample,rr_interval_ms,pep_sample,pep_sample,pep_ms,pep_ms,nan_reason,nan_reason,error_per_sample_ms,absolute_error_per_sample_ms,absolute_relative_error_per_sample_percent
,,,,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,estimated,reference,estimated,reference,estimated,reference,metric,metric,metric
participant,condition,phase,,,,,,,,,,,,,,,,,,,,,
VP_001,tsst,Prep,0,0,0,394,399,984,985,581,567,619,634,590.0,38,67,38.0,67,,,29.0,29.0,43.28358208955223
VP_001,tsst,Prep,1,1,1,984,985,1569,1569,1170,1156,1198,1206,581.0,28,50,28.0,50,,,22.0,22.0,44.0
VP_001,tsst,Prep,2,2,2,1569,1569,2134,2134,1751,1735,1777,1811,557.0,26,76,26.0,76,,,50.0,50.0,65.78947368421053
VP_001,tsst,Prep,3,3,3,2134,2134,2684,2684,2308,2291,2331,2382,546.0,23,91,23.0,91,,,68.0,68.0,74.72527472527473
VP_001,tsst,Prep,4,4,4,2684,2684,3227,3227,2854,2846,2924,2926,541.0,70,80,70.0,80,,,10.0,10.0,12.5
VP_001,tsst,Prep,5,5,5,3227,3227,3769,3769,3395,3378,3441,3456,543.0,46,78,46.0,78,,,32.0,32.0,41.02564102564102
VP_001,tsst,Prep,6,6,6,3769,3769,4314,4314,3939,3923,3973,3996,546.0,34,73,34.0,73,,,39.0,39.0,53.42465753424658
VP_001,tsst,Prep,7,7,7,4314,4314,4862,4863,4485,4469,4519,4542,550.0,34,73,34.0,73,,,39.0,39.0,53.42465753424658
VP_001,tsst,Prep,8,8,8,4862,4863,5404,5404,5035,5022,5072,5102,537.0,37,80,37.0,80,,,43.0,43.0,53.75
VP_001,tsst,Prep,9,9,9,5404,5404,5943,5943,5571,5553,5641,5637,540.0,70,84,70.0,84,,,14.0,14.0,16.666666666666664
VP_001,tsst,Prep,10,10,10,5943,5943,6484,6484,6110,6094,6182,6183,541.0,72,89,72.0,89,,,17.0,17.0,19.101123595505616
VP_001,tsst,Prep,11,11,11,6484,6484,7032,7032,6652,6636,6702,6709,552.0,50,73,50.0,73,,,23.0,23.0,31.506849315068493
VP_001,tsst,Prep,12,12,12,7032,7032,7595,7595,7205,7190,7249,7256,569.0,44,66,44.0,66,,,22.0,22.0,33.33333333333333
VP_001,tsst,Prep,13,13,13,7595,7595,8171,8171,7773,7757,7817,7826,580.0,44,69,44.0,69,,,25.0,25.0,36.231884057971016
VP_001,tsst,Prep,14,14,14,8171,8171,8738,8738,8354,8351,8394,8406,560.0,40,55,40.0,55,,,15.0,15.0,27.27272727272727
VP_001,tsst,Prep,15,15,15,8738,8738,9295,9295,8913,8897,8970,8975,556.0,57,78,57.0,78,,,21.0,21.0,26.923076923076923
VP_001,tsst,Prep,16,16,16,9295,9295,9854,9854,9468,9453,9537,9537,560.0,69,84,69.0,84,,,15.0,15.0,17.857142857142858
VP_001,tsst,Prep,17,17,17,9854,9854,10417,10417,10029,10013,10072,10096,565.0,43,83,43.0,83,,,40.0,40.0,48.19277108433735
VP_001,tsst,Prep,18,18,18,10417,10417,10988,10988,10595,10590,10638,10651,574.0,43,61,43.0,61,,,18.0,18.0,29.508196721311474
VP_001,tsst,Prep,19,19,19,10988,10988,11567,11567,11169,11160,11202,11228,582.0,33,68,33.0,68,,,35.0,35.0,51.470588235294116
VP_001,tsst,Prep,20,20,20,11567,11567,12135,12135,11751,11742,11795,11808,560.0,44,66,44.0,66,,,22.0,22.0,33.33333333333333
VP_001,tsst,Prep,21,21,21,12135,12135,12689,12689,12310,12296,12378,12387,551.0,68,91,68.0,91,,,23.0,23.0,25.274725274725274
VP_001,tsst,Prep,22,22,22,12689,12689,13239,13239,12863,12858,12935,12935,549.0,72,77,72.0,77,,,5.0,5.0,6.493506493506493
VP_001,tsst,Prep,23,23,23,13239,13239,13788,13789,13409,13393,13457,13469,550.0,48,76,48.0,76,,,28.0,28.0,36.84210526315789
VP_001,tsst,Prep,24,24,24,13788,13789,14338,14339,13960,13945,14011,14015,550.0,51,70,51.0,70,,,19.0,19.0,27.142857142857142
