,,,,heartbeat_id,heartbeat_id,heartbeat_start_sample,heartbeat_start_sample,heartbeat_end_sample,heartbeat_end_sample,q_wave_onset_sample,q_wave_onset_sample,b_point_sample,b_point_sample,rr_interval_ms,pep_sample,pep_sample,pep_ms,pep_ms,nan_reason,nan_reason,error_per_sample_ms,absolute_error_per_sample_ms,absolute_relative_error_per_sample_percent
,,,,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,estimated,reference,estimated,reference,estimated,reference,metric,metric,metric
participant,condition,phase,,,,,,,,,,,,,,,,,,,,,
VP_001,tsst,Prep,0,0,0,394,399,984,985,563,567,664,634,590.0,101,67,101.0,67,,,-34.0,34.0,50.74626865671642
VP_001,tsst,Prep,1,1,1,984,985,1569,1569,1153,1156,1247,1206,581.0,94,50,94.0,50,,,-44.0,44.0,88.0
VP_001,tsst,Prep,2,2,2,1569,1569,2134,2134,1734,1735,1836,1811,557.0,102,76,102.0,76,,,-26.0,26.0,34.21052631578947
VP_001,tsst,Prep,3,3,3,2134,2134,2684,2684,2291,2291,2396,2382,546.0,105,91,105.0,91,,,-14.0,14.0,15.384615384615385
VP_001,tsst,Prep,4,4,4,2684,2684,3227,3227,2837,2846,2941,2926,541.0,104,80,104.0,80,,,-24.0,24.0,30.0
VP_001,tsst,Prep,5,5,5,3227,3227,3769,3769,3378,3378,3480,3456,543.0,102,78,102.0,78,,,-24.0,24.0,30.76923076923077
VP_001,tsst,Prep,6,6,6,3769,3769,4314,4314,3921,3923,4022,3996,546.0,101,73,101.0,73,,,-28.0,28.0,38.35616438356164
VP_001,tsst,Prep,7,7,7,4314,4314,4862,4863,4467,4469,4568,4542,550.0,101,73,101.0,73,,,-28.0,28.0,38.35616438356164
VP_001,tsst,Prep,8,8,8,4862,4863,5404,5404,5017,5022,5121,5102,537.0,104,80,104.0,80,,,-24.0,24.0,30.0
VP_001,tsst,Prep,9,9,9,5404,5404,5943,5943,5554,5553,5660,5637,540.0,106,84,106.0,84,,,-22.0,22.0,26.190476190476193
VP_001,tsst,Prep,10,10,10,5943,5943,6484,6484,6094,6094,6199,6183,541.0,105,89,105.0,89,,,-16.0,16.0,17.97752808988764
VP_001,tsst,Prep,11,11,11,6484,6484,7032,7032,6635,6636,6739,6709,552.0,104,73,104.0,73,,,-31.0,31.0,42.465753424657535
VP_001,tsst,Prep,12,12,12,7032,7032,7595,7595,7187,7190,7289,7256,569.0,102,66,102.0,66,,,-36.0,36.0,54.54545454545454
VP_001,tsst,Prep,13,13,13,7595,7595,8171,8171,7756,7757,7858,7826,580.0,102,69,102.0,69,,,-33.0,33.0,47.82608695652174
VP_001,tsst,Prep,14,14,14,8171,8171,8738,8738,8336,8351,8438,8406,560.0,102,55,102.0,55,,,-47.0,47.0,85.45454545454545
VP_001,tsst,Prep,15,15,15,8738,8738,9295,9295,8896,8897,9005,8975,556.0,109,78,109.0,78,,,-31.0,31.0,39.743589743589745
VP_001,tsst,Prep,16,16,16,9295,9295,9854,9854,9452,9453,9557,9537,560.0,105,84,105.0,84,,,-21.0,21.0,25.0
VP_001,tsst,Prep,17,17,17,9854,9854,10417,10417,10012,10013,10114,10096,565.0,102,83,102.0,83,,,-19.0,19.0,22.89156626506024
VP_001,tsst,Prep,18,18,18,10417,10417,10988,10988,10577,10590,10679,10651,574.0,102,61,102.0,61,,,-41.0,41.0,67.21311475409836
VP_001,tsst,Prep,19,19,19,10988,10988,11567,11567,11151,11160,11252,11228,582.0,101,68,101.0,68,,,-33.0,33.0,48.529411764705884
VP_001,tsst,Prep,20,20,20,11567,11567,12135,12135,11733,11742,11835,11808,560.0,102,66,102.0,66,,,-36.0,36.0,54.54545454545454
VP_001,tsst,Prep,21,21,21,12135,12135,12689,12689,12293,12296,12397,12387,551.0,104,91,104.0,91,,,-13.0,13.0,14.285714285714285
VP_001,tsst,Prep,22,22,22,12689,12689,13239,13239,12844,12858,12949,12935,549.0,105,77,105.0,77,,,-28.0,28.0,36.36363636363637
VP_001,tsst,Prep,23,23,23,13239,13239,13788,13789,13393,13393,13494,13469,550.0,101,76,101.0,76,,,-25.0,25.0,32.89473684210527
VP_001,tsst,Prep,24,24,24,13788,13789,14338,14339,13943,13945,14044,14015,550.0,101,70,101.0,70,,,-31.0,31.0,44.285714285714285
