,,,,heartbeat_id,heartbeat_id,heartbeat_start_sample,heartbeat_start_sample,heartbeat_end_sample,heartbeat_end_sample,q_wave_onset_sample,q_wave_onset_sample,b_point_sample,b_point_sample,rr_interval_ms,pep_sample,pep_sample,pep_ms,pep_ms,nan_reason,nan_reason,error_per_sample_ms,absolute_error_per_sample_ms,absolute_relative_error_per_sample_percent
,,,,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,estimated,reference,estimated,reference,estimated,reference,metric,metric,metric
participant,condition,phase,,,,,,,,,,,,,,,,,,,,,
VP_001,tsst,Prep,0,0,0,394,399,984,985,581,567,666,634,590.0,85,67,85.0,67,,,-18.0,18.0,26.865671641791046
VP_001,tsst,Prep,1,1,1,984,985,1569,1569,1170,1156,1239,1206,581.0,69,50,69.0,50,,,-19.0,19.0,38.0
VP_001,tsst,Prep,2,2,2,1569,1569,2134,2134,1751,1735,1835,1811,557.0,84,76,84.0,76,,,-8.0,8.0,10.526315789473683
VP_001,tsst,Prep,3,3,3,2134,2134,2684,2684,2308,2291,2396,2382,546.0,88,91,88.0,91,,,3.0,3.0,3.296703296703297
VP_001,tsst,Prep,4,4,4,2684,2684,3227,3227,2854,2846,2943,2926,541.0,89,80,89.0,80,,,-9.0,9.0,11.25
VP_001,tsst,Prep,5,5,5,3227,3227,3769,3769,3395,3378,3479,3456,543.0,84,78,84.0,78,,,-6.0,6.0,7.6923076923076925
VP_001,tsst,Prep,6,6,6,3769,3769,4314,4314,3939,3923,4022,3996,546.0,83,73,83.0,73,,,-10.0,10.0,13.698630136986301
VP_001,tsst,Prep,7,7,7,4314,4314,4862,4863,4485,4469,4563,4542,550.0,78,73,78.0,73,,,-5.0,5.0,6.8493150684931505
VP_001,tsst,Prep,8,8,8,4862,4863,5404,5404,5035,5022,5122,5102,537.0,87,80,87.0,80,,,-7.0,7.0,8.75
VP_001,tsst,Prep,9,9,9,5404,5404,5943,5943,5571,5553,5661,5637,540.0,90,84,90.0,84,,,-6.0,6.0,7.142857142857142
VP_001,tsst,Prep,10,10,10,5943,5943,6484,6484,6110,6094,6200,6183,541.0,90,89,90.0,89,,,-1.0,1.0,1.1235955056179776
VP_001,tsst,Prep,11,11,11,6484,6484,7032,7032,6652,6636,6742,6709,552.0,90,73,90.0,73,,,-17.0,17.0,23.28767123287671
VP_001,tsst,Prep,12,12,12,7032,7032,7595,7595,7205,7190,7289,7256,569.0,84,66,84.0,66,,,-18.0,18.0,27.27272727272727
VP_001,tsst,Prep,13,13,13,7595,7595,8171,8171,7773,7757,7855,7826,580.0,82,69,82.0,69,,,-13.0,13.0,18.84057971014493
VP_001,tsst,Prep,14,14,14,8171,8171,8738,8738,8354,8351,8438,8406,560.0,84,55,84.0,55,,,-29.0,29.0,52.72727272727272
VP_001,tsst,Prep,15,15,15,8738,8738,9295,9295,8913,8897,8999,8975,556.0,86,78,86.0,78,,,-8.0,8.0,10.256410256410255
VP_001,tsst,Prep,16,16,16,9295,9295,9854,9854,9468,9453,9559,9537,560.0,91,84,91.0,84,,,-7.0,7.0,8.333333333333332
VP_001,tsst,Prep,17,17,17,9854,9854,10417,10417,10029,10013,10116,10096,565.0,87,83,87.0,83,,,-4.0,4.0,4.819277108433735
VP_001,tsst,Prep,18,18,18,10417,10417,10988,10988,10595,10590,10677,10651,574.0,82,61,82.0,61,,,-21.0,21.0,34.42622950819672
VP_001,tsst,Prep,19,19,19,10988,10988,11567,11567,11169,11160,11244,11228,582.0,75,68,75.0,68,,,-7.0,7.0,10.294117647058822
VP_001,tsst,Prep,20,20,20,11567,11567,12135,12135,11751,11742,11836,11808,560.0,85,66,85.0,66,,,-19.0,19.0,28.78787878787879
VP_001,tsst,Prep,21,21,21,12135,12135,12689,12689,12310,12296,12402,12387,551.0,92,91,92.0,91,,,-1.0,1.0,1.098901098901099
VP_001,tsst,Prep,22,22,22,12689,12689,13239,13239,12863,12858,12950,12935,549.0,87,77,87.0,77,,,-10.0,10.0,12.987012987012985
VP_001,tsst,Prep,23,23,23,13239,13239,13788,13789,13409,13393,13496,13469,550.0,87,76,87.0,76,,,-11.0,11.0,14.473684210526317
VP_001,tsst,Prep,24,24,24,13788,13789,14338,14339,13960,13945,14042,14015,550.0,82,70,82.0,70,,,-12.0,12.0,17.142857142857142
