,,,,heartbeat_id,heartbeat_id,heartbeat_start_sample,heartbeat_start_sample,heartbeat_end_sample,heartbeat_end_sample,q_wave_onset_sample,q_wave_onset_sample,b_point_sample,b_point_sample,rr_interval_ms,pep_sample,pep_sample,pep_ms,pep_ms,nan_reason,nan_reason,error_per_sample_ms,absolute_error_per_sample_ms,absolute_relative_error_per_sample_percent
,,,,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,estimated,reference,estimated,reference,estimated,reference,metric,metric,metric
participant,condition,phase,,,,,,,,,,,,,,,,,,,,,
VP_001,tsst,Prep,0,0,0,394,399,984,985,569,567,656,634,590.0,87,67,87.0,67,,,-20.0,20.0,29.850746268656714
VP_001,tsst,Prep,1,1,1,984,985,1569,1569,1159,1156,1230,1206,581.0,71,50,71.0,50,,,-21.0,21.0,42.0
VP_001,tsst,Prep,2,2,2,1569,1569,2134,2134,1740,1735,1825,1811,557.0,85,76,85.0,76,,,-9.0,9.0,11.842105263157894
VP_001,tsst,Prep,3,3,3,2134,2134,2684,2684,2297,2291,2394,2382,546.0,97,91,97.0,91,,,-6.0,6.0,6.593406593406594
VP_001,tsst,Prep,4,4,4,2684,2684,3227,3227,2843,2846,2937,2926,541.0,94,80,94.0,80,,,-14.0,14.0,17.5
VP_001,tsst,Prep,5,5,5,3227,3227,3769,3769,3384,3378,3475,3456,543.0,91,78,91.0,78,,,-13.0,13.0,16.666666666666664
VP_001,tsst,Prep,6,6,6,3769,3769,4314,4314,3927,3923,4012,3996,546.0,85,73,85.0,73,,,-12.0,12.0,16.43835616438356
VP_001,tsst,Prep,7,7,7,4314,4314,4862,4863,4473,4469,4555,4542,550.0,82,73,82.0,73,,,-9.0,9.0,12.32876712328767
VP_001,tsst,Prep,8,8,8,4862,4863,5404,5404,5023,5022,5112,5102,537.0,89,80,89.0,80,,,-9.0,9.0,11.25
VP_001,tsst,Prep,9,9,9,5404,5404,5943,5943,5560,5553,5657,5637,540.0,97,84,97.0,84,,,-13.0,13.0,15.476190476190476
VP_001,tsst,Prep,10,10,10,5943,5943,6484,6484,6100,6094,6193,6183,541.0,93,89,93.0,89,,,-4.0,4.0,4.49438202247191
VP_001,tsst,Prep,11,11,11,6484,6484,7032,7032,6641,6636,6733,6709,552.0,92,73,92.0,73,,,-19.0,19.0,26.027397260273972
VP_001,tsst,Prep,12,12,12,7032,7032,7595,7595,7193,7190,7276,7256,569.0,83,66,83.0,66,,,-17.0,17.0,25.757575757575758
VP_001,tsst,Prep,13,13,13,7595,7595,8171,8171,7762,7757,7844,7826,580.0,82,69,82.0,69,,,-13.0,13.0,18.84057971014493
VP_001,tsst,Prep,14,14,14,8171,8171,8738,8738,8342,8351,8425,8406,560.0,83,55,83.0,55,,,-28.0,28.0,50.90909090909091
VP_001,tsst,Prep,15,15,15,8738,8738,9295,9295,8902,8897,8997,8975,556.0,95,78,95.0,78,,,-17.0,17.0,21.794871794871796
VP_001,tsst,Prep,16,16,16,9295,9295,9854,9854,9458,9453,9551,9537,560.0,93,84,93.0,84,,,-9.0,9.0,10.714285714285714
VP_001,tsst,Prep,17,17,17,9854,9854,10417,10417,10018,10013,10106,10096,565.0,88,83,88.0,83,,,-5.0,5.0,6.024096385542169
VP_001,tsst,Prep,18,18,18,10417,10417,10988,10988,10583,10590,10669,10651,574.0,86,61,86.0,61,,,-25.0,25.0,40.98360655737705
VP_001,tsst,Prep,19,19,19,10988,10988,11567,11567,11157,11160,11242,11228,582.0,85,68,85.0,68,,,-17.0,17.0,25.0
VP_001,tsst,Prep,20,20,20,11567,11567,12135,12135,11739,11742,11823,11808,560.0,84,66,84.0,66,,,-18.0,18.0,27.27272727272727
VP_001,tsst,Prep,21,21,21,12135,12135,12689,12689,12299,12296,12394,12387,551.0,95,91,95.0,91,,,-4.0,4.0,4.395604395604396
VP_001,tsst,Prep,22,22,22,12689,12689,13239,13239,12850,12858,12944,12935,549.0,94,77,94.0,77,,,-17.0,17.0,22.07792207792208
VP_001,tsst,Prep,23,23,23,13239,13239,13788,13789,13399,13393,13486,13469,550.0,87,76,87.0,76,,,-11.0,11.0,14.473684210526317
VP_001,tsst,Prep,24,24,24,13788,13789,14338,14339,13949,13945,14031,14015,550.0,82,70,82.0,70,,,-12.0,12.0,17.142857142857142
