,,,,heartbeat_id,heartbeat_id,heartbeat_start_sample,heartbeat_start_sample,heartbeat_end_sample,heartbeat_end_sample,q_peak_sample,q_peak_sample,b_point_sample,b_point_sample,rr_interval_ms,rr_interval_ms,heart_rate_bpm,heart_rate_bpm,pep_sample,pep_sample,pep_ms,pep_ms,nan_reason,nan_reason,error_per_sample_ms,absolute_error_per_sample_ms,absolute_relative_error_per_sample_percent
,,,,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,metric,metric,metric
participant,condition,phase,,,,,,,,,,,,,,,,,,,,,,,,
VP_001,tsst,Prep,0,0,0,394,399,984,985,544,567,669,634,590.0,590.0,101.69491525423729,101.69491525423729,125,67,125.0,67.0,,,-58.0,58.0,86.56716417910447
VP_001,tsst,Prep,1,1,1,984,985,1569,1569,1133,1156,1238,1206,581.0,581.0,103.27022375215147,103.27022375215147,105,50,105.0,50.0,,,-55.0,55.0,110.00000000000001
VP_001,tsst,Prep,2,2,2,1569,1569,2134,2134,1735,1735,1834,1811,557.0,557.0,107.71992818671453,107.71992818671453,99,76,99.0,76.0,,,-23.0,23.0,30.263157894736842
VP_001,tsst,Prep,3,3,3,2134,2134,2684,2684,2272,2291,2394,2382,546.0,546.0,109.89010989010988,109.89010989010988,122,91,122.0,91.0,,,-31.0,31.0,34.065934065934066
VP_001,tsst,Prep,4,4,4,2684,2684,3227,3227,2844,2846,2943,2926,541.0,541.0,110.90573012939001,110.90573012939001,99,80,99.0,80.0,,,-19.0,19.0,23.75
VP_001,tsst,Prep,5,5,5,3227,3227,3769,3769,3378,3378,3481,3456,543.0,543.0,110.49723756906077,110.49723756906077,103,78,103.0,78.0,,,-25.0,25.0,32.05128205128205
VP_001,tsst,Prep,6,6,6,3769,3769,4314,4314,3901,3923,4021,3996,546.0,546.0,109.89010989010988,109.89010989010988,120,73,120.0,73.0,,,-47.0,47.0,64.38356164383562
VP_001,tsst,Prep,7,7,7,4314,4314,4862,4863,4447,4469,4565,4542,550.0,550.0,109.09090909090908,109.09090909090908,118,73,118.0,73.0,,,-45.0,45.0,61.64383561643836
VP_001,tsst,Prep,8,8,8,4862,4863,5404,5404,4996,5022,5120,5102,537.0,537.0,111.73184357541899,111.73184357541899,124,80,124.0,80.0,,,-44.0,44.0,55.00000000000001
VP_001,tsst,Prep,9,9,9,5404,5404,5943,5943,5535,5553,5661,5637,540.0,540.0,111.1111111111111,111.1111111111111,126,84,126.0,84.0,,,-42.0,42.0,50.0
VP_001,tsst,Prep,10,10,10,5943,5943,6484,6484,6075,6094,6201,6183,541.0,541.0,110.90573012939001,110.90573012939001,126,89,126.0,89.0,,,-37.0,37.0,41.57303370786517
VP_001,tsst,Prep,11,11,11,6484,6484,7032,7032,6617,6636,6742,6709,552.0,552.0,108.69565217391303,108.69565217391303,125,73,125.0,73.0,,,-52.0,52.0,71.23287671232876
VP_001,tsst,Prep,12,12,12,7032,7032,7595,7595,7168,7190,7288,7256,569.0,569.0,105.4481546572935,105.4481546572935,120,66,120.0,66.0,,,-54.0,54.0,81.81818181818183
