,,,,heartbeat_id,heartbeat_id,heartbeat_start_sample,heartbeat_start_sample,heartbeat_end_sample,heartbeat_end_sample,q_wave_onset_sample,q_wave_onset_sample,b_point_sample,b_point_sample,rr_interval_ms,pep_sample,pep_sample,pep_ms,pep_ms,nan_reason,nan_reason,error_per_sample_ms,absolute_error_per_sample_ms,absolute_relative_error_per_sample_percent
,,,,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,estimated,reference,estimated,reference,estimated,reference,metric,metric,metric
participant,condition,phase,,,,,,,,,,,,,,,,,,,,,
VP_001,tsst,Prep,0,0,0,394,399,984,985,567,567,632,634,590.0,65,67,65.0,67,no_local_minima,,2.0,2.0,2.9850746268656714
VP_001,tsst,Prep,1,1,1,984,985,1569,1569,1157,1156,1208,1206,581.0,51,50,51.0,50,no_local_minima,,-1.0,1.0,2.0
VP_001,tsst,Prep,2,2,2,1569,1569,2134,2134,1738,1735,1804,1811,557.0,66,76,66.0,76,,,10.0,10.0,13.157894736842104
VP_001,tsst,Prep,3,3,3,2134,2134,2684,2684,2295,2291,2376,2382,546.0,81,91,81.0,91,,,10.0,10.0,10.989010989010989
VP_001,tsst,Prep,4,4,4,2684,2684,3227,3227,2841,2846,2919,2926,541.0,78,80,78.0,80,,,2.0,2.0,2.5
VP_001,tsst,Prep,5,5,5,3227,3227,3769,3769,3382,3378,3448,3456,543.0,66,78,66.0,78,,,12.0,12.0,15.384615384615385
VP_001,tsst,Prep,6,6,6,3769,3769,4314,4314,3925,3923,3984,3996,546.0,59,73,59.0,73,,,14.0,14.0,19.17808219178082
VP_001,tsst,Prep,7,7,7,4314,4314,4862,4863,4471,4469,4528,4542,550.0,57,73,57.0,73,,,16.0,16.0,21.91780821917808
VP_001,tsst,Prep,8,8,8,4862,4863,5404,5404,5021,5022,5086,5102,537.0,65,80,65.0,80,no_local_minima,,15.0,15.0,18.75
VP_001,tsst,Prep,9,9,9,5404,5404,5943,5943,5558,5553,5634,5637,540.0,76,84,76.0,84,,,8.0,8.0,9.523809523809524
VP_001,tsst,Prep,10,10,10,5943,5943,6484,6484,6098,6094,6175,6183,541.0,77,89,77.0,89,,,12.0,12.0,13.48314606741573
VP_001,tsst,Prep,11,11,11,6484,6484,7032,7032,6639,6636,6690,6709,552.0,51,73,51.0,73,,,22.0,22.0,30.136986301369863
VP_001,tsst,Prep,12,12,12,7032,7032,7595,7595,7191,7190,7237,7256,569.0,46,66,46.0,66,,,20.0,20.0,30.303030303030305
VP_001,tsst,Prep,13,13,13,7595,7595,8171,8171,7760,7757,7803,7826,580.0,43,69,43.0,69,,,26.0,26.0,37.68115942028986
VP_001,tsst,Prep,14,14,14,8171,8171,8738,8738,8340,8351,8383,8406,560.0,43,55,43.0,55,,,12.0,12.0,21.818181818181817
VP_001,tsst,Prep,15,15,15,8738,8738,9295,9295,8900,8897,8940,8975,556.0,40,78,40.0,78,,,38.0,38.0,48.717948717948715
VP_001,tsst,Prep,16,16,16,9295,9295,9854,9854,9456,9453,9531,9537,560.0,75,84,75.0,84,,,9.0,9.0,10.714285714285714
VP_001,tsst,Prep,17,17,17,9854,9854,10417,10417,10016,10013,10051,10096,565.0,35,83,35.0,83,,,48.0,48.0,57.831325301204814
VP_001,tsst,Prep,18,18,18,10417,10417,10988,10988,10581,10590,10626,10651,574.0,45,61,45.0,61,,,16.0,16.0,26.229508196721312
VP_001,tsst,Prep,19,19,19,10988,10988,11567,11567,11155,11160,11193,11228,582.0,38,68,38.0,68,,,30.0,30.0,44.11764705882353
VP_001,tsst,Prep,20,20,20,11567,11567,12135,12135,11737,11742,11784,11808,560.0,47,66,47.0,66,,,19.0,19.0,28.78787878787879
VP_001,tsst,Prep,21,21,21,12135,12135,12689,12689,12297,12296,12371,12387,551.0,74,91,74.0,91,,,17.0,17.0,18.681318681318682
VP_001,tsst,Prep,22,22,22,12689,12689,13239,13239,12848,12858,12926,12935,549.0,78,77,78.0,77,,,-1.0,1.0,1.2987012987012987
VP_001,tsst,Prep,23,23,23,13239,13239,13788,13789,13397,13393,13450,13469,550.0,53,76,53.0,76,,,23.0,23.0,30.263157894736842
VP_001,tsst,Prep,24,24,24,13788,13789,14338,14339,13947,13945,14001,14015,550.0,54,70,54.0,70,,,16.0,16.0,22.857142857142858
