participant,phase,pep_reference_ms,pep_estimated_ms,error_ms,absolute_error_ms,absolute_relative_error_percent,pearson_r,num_pep_total,num_pep_valid,num_pep_invalid
GDN0005,Pause,132.19354838709677,135.29032258064515,-3.096774193548387,21.93548387096774,17.485877265997285,-0.12047239501277376,62,62,0
GDN0005,Valsalva,143.77777777777777,131.93650793650792,11.841269841269842,20.603174603174605,13.912439995279504,-0.2677545718677615,63,63,0
GDN0005,HoldingBreath,132.86153846153846,139.96923076923076,-7.107692307692307,14.615384615384615,11.610652311591709,0.28946828390892754,65,65,0
GDN0005,TiltUp,165.30666666666667,132.18666666666667,33.12,42.61333333333334,25.673185137514324,0.1678872497188839,75,75,0
GDN0005,TiltLevel,128.46428571428572,117.35714285714286,11.107142857142858,29.607142857142858,23.460989191174487,-0.4792959713656704,56,56,0
GDN0006,Pause,165.8148148148148,170.40740740740742,-4.592592592592593,7.481481481481482,4.650267551895488,0.21278179696995903,54,54,0
GDN0006,Valsalva,159.0,158.03703703703704,0.9629629629629629,11.037037037037036,7.062704254493243,0.13107354656503487,54,54,0
GDN0006,TiltUp,191.15625,207.0,-15.84375,15.84375,8.33278001764333,0.6709494568749451,64,64,0
GDN0006,TiltLevel,151.92727272727274,151.96363636363637,-0.03636363636363636,14.290909090909091,9.922517285544142,0.141694480618819,55,55,0
GDN0007,Pause,134.61290322580646,105.70967741935483,28.903225806451612,39.67741935483871,28.56628664185595,-0.5002611627100708,62,62,0
GDN0007,Valsalva,144.73684210526315,99.05263157894737,45.68421052631579,49.19298245614035,33.42864588913309,-0.2580874385136385,57,57,0
GDN0007,HoldingBreath,141.16363636363636,109.7090909090909,31.454545454545453,43.81818181818182,30.15763774175915,-0.4532292253243001,55,55,0
GDN0007,TiltUp,156.02857142857144,175.68571428571428,-19.65714285714286,21.02857142857143,13.778193688549893,0.24976771650017648,70,70,0
GDN0007,TiltLevel,139.05454545454546,98.43636363636364,40.61818181818182,49.63636363636363,35.539832121939675,-0.4736833462684161,55,55,0
GDN0008,Pause,158.9090909090909,172.98181818181817,-14.072727272727272,15.381818181818181,9.930437813020578,0.3887663954521461,55,55,0
GDN0008,Valsalva,164.14285714285714,177.39285714285714,-13.25,14.25,8.945253866701206,0.48149580988211543,56,56,0
GDN0008,HoldingBreath,173.46268656716418,187.52941176470588,-23.058823529411764,23.058823529411764,14.349555249784135,0.6258892464708693,67,17,50
GDN0008,TiltUp,183.91044776119404,197.96428571428572,-15.857142857142858,19.857142857142858,11.327448937674928,0.6277629915198649,67,56,11
GDN0008,TiltLevel,172.1153846153846,187.03846153846155,-14.923076923076923,16.615384615384617,10.134009824835562,0.5103773602774524,52,52,0
GDN0009,Pause,150.34615384615384,98.14814814814815,45.55555555555556,55.18518518518518,38.41141164642566,0.33551201708717404,52,27,25
GDN0009,Valsalva,142.23076923076923,99.95454545454545,40.45454545454545,49.09090909090909,34.39820652486189,-0.03292303656526279,52,44,8
GDN0009,TiltUp,156.675,186.0,-31.083333333333332,32.916666666666664,23.25535808960318,0.2050133046748294,80,24,56
GDN0009,TiltLevel,152.20408163265307,106.4,42.2,54.2,36.50279797484362,0.11712414323206907,49,30,19
GDN0010,Pause,125.9090909090909,96.36363636363636,29.545454545454547,35.36363636363637,27.851088814754323,0.11352144596666237,44,44,0
GDN0010,HoldingBreath,121.48936170212765,91.69565217391305,29.304347826086957,46.08695652173913,37.88620751918802,-0.20562904598218426,47,46,1
GDN0010,TiltUp,136.54545454545453,101.5909090909091,34.95454545454545,48.59090909090909,34.928984938553405,0.1213215431333904,44,44,0
GDN0010,TiltLevel,121.17073170731707,108.92682926829268,12.24390243902439,28.829268292682926,23.9944640494511,-0.21892527168768347,41,41,0
GDN0011,Pause,132.59649122807016,142.140350877193,-9.543859649122806,19.36842105263158,15.197503193350036,0.22109256507808264,57,57,0
GDN0011,Valsalva,121.9672131147541,137.08196721311475,-15.114754098360656,20.491803278688526,18.169278299009683,0.16419264826938434,61,61,0
GDN0011,HoldingBreath,134.63636363636363,144.6060606060606,-9.969696969696969,21.0,15.925634425231472,0.41957938755657925,66,66,0
GDN0011,TiltUp,149.11627906976744,171.86046511627907,-22.74418604651163,22.74418604651163,15.495640121356285,0.451131767774056,86,86,0
GDN0011,TiltLevel,124.53571428571429,141.71428571428572,-17.178571428571427,22.392857142857142,18.541682568869938,0.18513138976655164,56,56,0
GDN0012,Pause,115.40625,150.59375,-35.1875,35.625,36.55971044254615,0.43839072731028284,64,64,0
GDN0012,Valsalva,127.64179104477611,156.72131147540983,-31.442622950819672,32.16393442622951,27.393456056667542,0.48337831691425726,67,61,6
GDN0012,HoldingBreath,128.0,160.09375,-32.09375,32.21875,30.14659560190025,0.6814816743177607,64,64,0
GDN0012,TiltUp,153.85365853658536,175.96296296296296,-22.40740740740741,24.85185185185185,16.98966835763547,0.24944014822555832,82,54,28
GDN0012,TiltLevel,113.06849315068493,149.12328767123287,-36.054794520547944,36.054794520547944,33.813555048874164,0.43175404061002304,73,73,0
GDN0013,Pause,152.21212121212122,77.59375,74.53125,75.46875,49.37176939197673,-0.0964987517461835,66,64,2
GDN0013,Valsalva,152.43076923076924,85.25,67.28125,69.71875,45.458959287166856,-0.006393115490498425,65,64,1
GDN0013,HoldingBreath,143.18032786885246,85.2542372881356,57.898305084745765,63.59322033898305,46.73189544024825,-0.14282525160573456,61,59,2
GDN0013,TiltUp,148.675,168.95,-20.275,20.925,14.379951847085064,0.06948112932405891,80,80,0
GDN0013,TiltLevel,141.36507936507937,83.14285714285714,58.22222222222222,59.36507936507937,42.03149890057824,0.32826750956598183,63,63,0
GDN0014,Pause,110.92957746478874,105.43661971830986,5.492957746478873,27.971830985915492,25.993816680376096,-0.364061827420949,71,71,0
GDN0014,Valsalva,99.88888888888889,114.83333333333333,-14.944444444444445,29.0,34.06324148902721,-0.27056988272502247,72,72,0
GDN0014,HoldingBreath,120.57971014492753,128.31578947368422,-12.421052631578947,24.42105263157895,23.93251071814961,0.27769870458367385,69,19,50
GDN0014,TiltUp,135.89247311827958,92.08602150537635,43.806451612903224,44.623655913978496,32.52757744909111,0.02630859491308996,93,93,0
GDN0014,TiltLevel,114.52459016393442,105.96428571428571,7.964285714285714,30.178571428571427,28.296176243292596,-0.5150472023284339,61,56,5
GDN0016,Pause,128.2127659574468,108.55319148936171,19.659574468085108,32.170212765957444,23.892160861586785,-0.2945324466420245,47,47,0
GDN0016,Valsalva,127.6923076923077,107.57692307692308,20.115384615384617,36.26923076923077,27.19446139547447,-0.5557312985409584,52,52,0
GDN0016,HoldingBreath,129.73076923076923,130.46153846153845,-0.7307692307692307,35.19230769230769,28.271900602188094,-0.20849664660048672,52,52,0
GDN0016,TiltUp,159.75675675675674,179.40540540540542,-19.64864864864865,20.56756756756757,13.406185144268571,0.14633868759070284,74,74,0
GDN0016,TiltLevel,122.41666666666667,125.91666666666667,-3.5,22.166666666666668,18.995137422024538,-0.3035122772251236,48,48,0
GDN0017,Valsalva,156.45901639344262,123.47540983606558,32.98360655737705,45.90163934426229,28.96275048293743,-0.30655119018908006,61,61,0
GDN0017,HoldingBreath,153.90322580645162,122.7741935483871,31.129032258064516,42.16129032258065,27.00666523214756,-0.2857216589984889,62,62,0
