participant,phase,pep_reference_ms,pep_estimated_ms,error_ms,absolute_error_ms,absolute_relative_error_percent,pearson_r,num_pep_total,num_pep_valid,num_pep_invalid
GDN0005,Pause,133.16129032258064,133.38709677419354,-0.22580645161290322,22.419354838709676,17.708241595038363,-0.14626793692302023,62,62,0
GDN0005,Valsalva,132.76190476190476,129.93650793650792,2.8253968253968256,18.761904761904763,14.763383228411692,-0.15388714411052634,63,63,0
GDN0005,HoldingBreath,128.47761194029852,138.02985074626866,-9.552238805970148,16.29850746268657,13.76997810332791,0.12619011668489216,67,67,0
GDN0005,TiltUp,161.82051282051282,135.17948717948718,26.641025641025642,39.0,24.249726608751896,0.0766874430910928,78,78,0
GDN0005,TiltLevel,116.63333333333334,115.06666666666666,1.5666666666666667,30.966666666666665,33.586957334378305,-0.212361513830771,60,60,0
GDN0006,Pause,161.14814814814815,167.37037037037038,-6.222222222222222,8.592592592592593,5.577796760971997,0.33625400788235926,54,54,0
GDN0006,Valsalva,154.77777777777777,161.37037037037038,-6.592592592592593,10.518518518518519,7.586884834528736,0.225326527348045,54,54,0
GDN0006,TiltUp,189.75,205.34375,-15.59375,15.59375,8.340106484276498,0.5790440420153837,64,64,0
GDN0006,TiltLevel,147.2,150.1818181818182,-2.981818181818182,15.345454545454546,11.3060681023003,0.2634918600256632,55,55,0
GDN0007,Pause,129.03225806451613,108.64516129032258,20.387096774193548,38.0,30.895028720154162,-0.2082208065485966,62,62,0
GDN0007,Valsalva,135.17241379310346,97.65517241379311,37.51724137931034,51.86206896551724,43.091276037542734,-0.2612673757111846,58,58,0
GDN0007,HoldingBreath,136.4,110.69090909090909,25.70909090909091,44.981818181818184,33.24024302903389,-0.30997054583669625,55,55,0
GDN0007,TiltUp,157.25714285714287,174.17142857142858,-16.914285714285715,18.8,12.319772637782085,0.15921351146230509,70,70,0
GDN0007,TiltLevel,129.55172413793105,96.58620689655173,32.96551724137931,48.41379310344828,37.65234031510949,-0.37211415106460183,58,58,0
GDN0008,Pause,158.92857142857142,171.21428571428572,-12.285714285714286,12.428571428571429,8.02649120888242,0.611523020071923,56,56,0
GDN0008,Valsalva,162.7719298245614,176.03508771929825,-13.263157894736842,13.263157894736842,8.628093709632251,0.411266668074702,57,57,0
GDN0008,HoldingBreath,174.85294117647058,183.64705882352942,-18.470588235294116,18.470588235294116,11.373494086807579,0.702512145543428,68,17,51
GDN0008,TiltUp,184.97058823529412,196.21052631578948,-14.105263157894736,20.210526315789473,11.909642227564376,0.555545897538924,68,57,11
GDN0008,TiltLevel,172.92307692307693,187.19230769230768,-14.26923076923077,14.73076923076923,8.844115466032859,0.5179439941325392,52,52,0
GDN0009,Pause,145.60714285714286,95.5,44.0,56.857142857142854,40.680601633854344,0.05695850077139414,56,28,28
GDN0009,Valsalva,142.03703703703704,98.66666666666667,41.37777777777778,50.355555555555554,35.60585347604212,-0.021044594406139747,54,45,9
GDN0009,TiltUp,153.0,184.33333333333334,-40.083333333333336,40.083333333333336,30.28739961223936,0.5360277725292762,80,24,56
GDN0009,TiltLevel,147.28,108.93333333333334,36.0,46.13333333333333,32.21161803984146,0.3930152146865883,50,30,20
GDN0010,Pause,114.31818181818181,94.36363636363636,19.954545454545453,32.13636363636363,27.93020779609202,-0.09492736742541459,44,44,0
GDN0010,HoldingBreath,113.27659574468085,90.63829787234043,22.638297872340427,42.8936170212766,41.73425523194917,-0.18987285120662215,47,47,0
GDN0010,TiltUp,136.35555555555555,101.46666666666667,34.888888888888886,49.2,35.4032394085722,0.11575290811399623,45,45,0
GDN0010,TiltLevel,106.52380952380952,107.38095238095238,-0.8571428571428571,26.285714285714285,27.02069663657422,-0.035039843965976654,42,42,0
GDN0011,Pause,132.59649122807016,140.98245614035088,-8.385964912280702,17.50877192982456,14.045618016086822,0.2951074458644962,57,57,0
GDN0011,Valsalva,118.09375,137.46875,-19.375,20.8125,22.74585387337352,0.4735971834379152,64,64,0
GDN0011,HoldingBreath,133.42028985507247,144.20289855072463,-10.782608695652174,22.434782608695652,20.105033297570326,0.3872643836792945,69,69,0
GDN0011,TiltUp,149.72093023255815,171.09302325581396,-21.372093023255815,21.41860465116279,14.522752393836916,0.37615109332313645,86,86,0
GDN0011,TiltLevel,121.19298245614036,141.43859649122808,-20.24561403508772,22.982456140350877,19.93761091049912,0.2424362007333282,57,57,0
GDN0012,Pause,113.77777777777777,148.63492063492063,-34.857142857142854,35.55555555555556,41.94516295198413,0.36067271152162433,63,63,0
GDN0012,Valsalva,126.53731343283582,154.95081967213116,-31.147540983606557,31.147540983606557,27.14498320587038,0.5629756901173972,67,61,6
GDN0012,HoldingBreath,132.125,159.0625,-26.9375,27.125,24.47338505253404,0.5909515955870625,64,64,0
GDN0012,TiltUp,151.0843373493976,175.14814814814815,-23.88888888888889,24.925925925925927,17.309192531024163,0.39614349726493503,83,54,29
GDN0012,TiltLevel,114.02777777777777,147.91666666666666,-33.888888888888886,33.888888888888886,31.593826606559535,0.2859936836141878,72,72,0
GDN0013,Pause,147.84848484848484,77.46875,70.0,70.875,47.7676813510017,-0.11032959896251882,66,64,2
GDN0013,Valsalva,148.4923076923077,82.65625,65.875,67.875,45.41568440978047,0.009827670562114928,65,64,1
GDN0013,HoldingBreath,141.61290322580646,89.63333333333334,51.766666666666666,58.766666666666666,43.607715116057385,0.04741415673100821,62,60,2
GDN0013,TiltUp,147.275,169.575,-22.3,22.4,15.638092419082398,0.10480980901003824,80,80,0
GDN0013,TiltLevel,140.63492063492063,81.17460317460318,59.46031746031746,60.79365079365079,43.15180983834165,0.20978028684745748,63,63,0
GDN0014,Pause,106.71794871794872,102.43589743589743,4.282051282051282,26.17948717948718,29.57312576411351,-0.23774310619135333,78,78,0
GDN0014,Valsalva,99.9746835443038,112.9113924050633,-12.936708860759493,27.82278481012658,33.062751783322184,-0.2019491881496815,79,79,0
GDN0014,HoldingBreath,119.65714285714286,126.2,-12.4,23.4,22.453053707629948,0.2955216395798286,70,20,50
GDN0014,TiltUp,135.3978494623656,90.3225806451613,45.075268817204304,46.10752688172043,33.828762833535066,-0.040564815310504945,93,93,0
GDN0014,TiltLevel,106.075,104.05405405405405,2.135135135135135,29.37837837837838,36.470503239958376,-0.4045399613677922,80,74,6
GDN0016,Pause,121.44680851063829,106.72340425531915,14.72340425531915,30.80851063829787,24.843697152903268,-0.29367427707084687,47,47,0
GDN0016,Valsalva,113.07692307692308,105.84615384615384,7.230769230769231,34.38461538461539,30.046516564774148,-0.4765346328660791,52,52,0
GDN0016,HoldingBreath,122.43636363636364,130.8,-8.363636363636363,35.92727272727273,36.29246676001467,-0.13740033781143518,55,55,0
GDN0016,TiltUp,160.02702702702703,177.59459459459458,-17.56756756756757,18.91891891891892,12.373844078786107,0.1302223721567073,74,74,0
GDN0016,TiltLevel,114.28,124.8,-10.52,26.04,24.795206972919758,-0.17074809871961263,50,50,0
GDN0017,Valsalva,156.98360655737704,121.47540983606558,35.50819672131148,46.39344262295082,29.029905210486902,-0.3707257777301868,61,61,0
GDN0017,HoldingBreath,153.67741935483872,121.87096774193549,31.806451612903224,44.70967741935484,28.973607863636815,-0.2429125849223222,62,62,0
GDN0017,TiltUp,167.56756756756758,121.91891891891892,45.648648648648646,47.5945945945946,27.888096000523927,-0.04508240448683642,74,74,0
GDN0017,TiltLevel,155.4920634920635,127.04761904761905,28.444444444444443,36.507936507936506,22.905261513814732,-0.3426388818606708,63,63,0
GDN0018,Pause,96.19354838709677,143.38709677419354,-47.193548387096776,47.193548387096776,53.24075133178086,0.5111397955522096,62,62,0
GDN0018,Valsalva,94.66666666666667,138.47222222222223,-43.80555555555556,44.52777777777778,55.97010574991097,-0.1066023164299419,72,72,0
GDN0018,HoldingBreath,96.4776119402985,134.56716417910448,-38.08955223880597,41.43283582089552,50.442670478571166,-0.030551665007360996,67,67,0
GDN0018,TiltUp,138.4742268041237,174.04123711340208,-35.56701030927835,35.56701030927835,26.97129584428753,0.7131391572568084,97,97,0
GDN0019,Pause,99.87755102040816,133.14285714285714,-33.265306122448976,33.3469387755102,35.72223741622576,0.20335591936213335,49,49,0
GDN0019,Valsalva,104.84,136.44,-31.6,31.6,33.11443771867512,0.6956077944690033,50,50,0
GDN0019,HoldingBreath,105.84905660377359,136.18867924528303,-30.339622641509433,30.339622641509433,29.989743575525686,0.5462642785052422,53,53,0
GDN0019,TiltUp,133.975,168.775,-34.8,34.8,26.403664709228178,0.461972207621004,80,80,0
GDN0019,TiltLevel,105.4090909090909,132.13636363636363,-26.727272727272727,26.727272727272727,27.28175829903017,0.3908601451122643,44,44,0
GDN0020,Pause,105.86666666666666,148.53333333333333,-42.666666666666664,42.666666666666664,52.119149758789476,-0.045970115018848554,60,60,0
GDN0020,Valsalva,102.62162162162163,147.40540540540542,-44.78378378378378,46.729729729729726,62.61781792030792,0.11735760119264733,74,74,0
GDN0020,HoldingBreath,110.90625,150.4375,-39.53125,39.59375,42.252333237819656,0.3591325339927502,64,64,0
GDN0020,TiltLevel,118.87719298245614,149.26315789473685,-30.385964912280702,30.385964912280702,26.61296614165309,0.24689680777566553,57,57,0
GDN0021,Pause,111.375,85.5625,25.8125,31.125,29.083462439236136,-0.18487485596658548,64,64,0
GDN0021,Valsalva,120.4,107.2,13.2,30.62857142857143,26.151880349586786,0.30217668952059157,70,70,0
GDN0021,HoldingBreath,118.05555555555556,93.19444444444444,24.86111111111111,31.583333333333332,27.082846634514368,0.2232452244629823,72,72,0
GDN0021,TiltUp,125.11111111111111,87.83333333333333,37.27777777777778,42.388888888888886,33.42303536641423,0.0619492201738712,72,72,0
GDN0021,TiltLevel,126.02941176470588,81.0,45.029411764705884,47.14705882352941,36.96958613929307,-0.10818136035328366,68,68,0
GDN0022,Pause,125.50943396226415,127.01886792452831,-1.509433962264151,26.566037735849058,23.219180270050668,0.09016085796145376,53,53,0
GDN0022,Valsalva,145.0566037735849,156.96153846153845,-12.038461538461538,15.115384615384615,11.419346233043042,0.2597792307825026,53,52,1
GDN0022,HoldingBreath,181.40298507462686,125.1044776119403,56.298507462686565,56.59701492537314,30.930163769144386,0.3855080553666259,67,67,0
GDN0022,TiltLevel,113.05660377358491,124.33962264150944,-11.283018867924529,23.58490566037736,29.525966121274248,0.023606436135287893,53,53,0
GDN0023,Pause,135.07407407407408,155.62962962962962,-20.555555555555557,20.555555555555557,15.328244659681786,0.5573127966208513,54,54,0
GDN0023,Valsalva,133.19230769230768,151.34615384615384,-18.153846153846153,18.692307692307693,14.235839147887553,0.1340287153166166,52,52,0
GDN0023,HoldingBreath,131.57692307692307,159.15384615384616,-27.576923076923077,28.653846153846153,23.4389423065602,0.3302067843596316,52,52,0
GDN0023,TiltUp,161.4390243902439,191.09756097560975,-29.658536585365855,29.658536585365855,18.850063990468506,0.24460491781136032,82,82,0
GDN0023,TiltLevel,149.45714285714286,174.0857142857143,-24.62857142857143,24.62857142857143,16.893786621846044,0.8401553041670485,70,70,0
GDN0024,Pause,137.79710144927537,151.56521739130434,-13.768115942028986,18.579710144927535,15.28312796092065,0.00015732620693083526,69,69,0
GDN0024,Valsalva,141.74285714285713,158.02857142857144,-16.285714285714285,16.4,12.278060746606085,0.4148262316028527,70,70,0
GDN0024,HoldingBreath,129.52,153.46666666666667,-23.946666666666665,28.106666666666666,32.754561387484756,0.28939763983396594,75,75,0
GDN0024,TiltUp,120.96103896103897,144.1818181818182,-23.22077922077922,33.35064935064935,36.896494297096346,0.02198619863724597,77,77,0
GDN0025,Pause,121.18181818181819,138.15151515151516,-16.96969696969697,24.90909090909091,23.51864849727491,0.10444820223569565,66,66,0
GDN0025,HoldingBreath,79.51282051282051,125.27272727272727,-48.64935064935065,55.55844155844156,112.67049395179384,0.07895342006174201,78,77,1
GDN0027,Pause,141.3793103448276,154.82758620689654,-13.448275862068966,21.310344827586206,16.44192418859564,0.06677116198690504,58,58,0
GDN0027,Valsalva,137.03571428571428,157.64285714285714,-20.607142857142858,22.821428571428573,18.544858516855715,0.35619663165534876,56,56,0
GDN0027,HoldingBreath,138.79310344827587,152.31034482758622,-13.517241379310345,25.310344827586206,21.29435956683219,0.18233151001675527,58,58,0
GDN0027,TiltUp,172.59459459459458,172.4,-12.6,72.0,45.297596433679146,0.08734368817508914,74,20,54
GDN0027,TiltLevel,136.52,157.52,-21.0,24.44,19.16891803946395,0.16464573698793056,50,50,0
GDN0028,Pause,129.62962962962962,123.44444444444444,6.185185185185185,32.25925925925926,24.77932453428897,-0.24471522585182856,54,54,0
GDN0028,Valsalva,144.94736842105263,141.12280701754386,3.824561403508772,26.63157894736842,18.95252288531972,0.2786566122017872,57,57,0
GDN0028,HoldingBreath,115.30434782608695,131.91304347826087,-16.608695652173914,26.0,29.72688480764705,0.06352185267158537,69,69,0
GDN0028,TiltLevel,114.45833333333333,131.875,-17.416666666666668,23.166666666666668,21.152803424014348,0.27687337580190796,48,48,0
GDN0029,Pause,143.87692307692308,150.61016949152543,-7.694915254237288,27.423728813559322,19.97679106897478,-0.2243440669084502,65,59,6
GDN0029,Valsalva,143.20754716981133,162.8679245283019,-19.660377358490567,19.660377358490567,14.002649159849867,0.3961822873443319,53,53,0
GDN0029,HoldingBreath,140.5,165.125,-24.625,26.5625,20.7716116920912,0.3629048276098698,64,64,0
GDN0029,TiltUp,165.82022471910113,203.77777777777777,-38.55555555555556,38.55555555555556,23.639639522668947,0.06314548234034251,89,36,53
GDN0029,TiltLevel,140.72413793103448,160.20689655172413,-19.482758620689655,21.275862068965516,15.630157849236152,0.16133806919284435,58,58,0
GDN0030,Valsalva,137.23636363636365,122.03636363636363,15.2,25.672727272727272,18.259226192419593,0.0536024400220318,55,55,0
GDN0030,HoldingBreath,124.82142857142857,129.10714285714286,-4.285714285714286,28.5,23.701501375266524,-0.0023323149507155556,56,56,0
GDN0030,TiltLevel,116.85714285714286,126.21428571428571,-9.357142857142858,19.571428571428573,20.504823856691594,0.27505719311986077,56,56,0
