,,,,heartbeat_id,heartbeat_id,heartbeat_start_sample,heartbeat_start_sample,heartbeat_end_sample,heartbeat_end_sample,q_wave_onset_sample,q_wave_onset_sample,b_point_sample,b_point_sample,rr_interval_ms,pep_sample,pep_sample,pep_ms,pep_ms,nan_reason,nan_reason,error_per_sample_ms,absolute_error_per_sample_ms,absolute_relative_error_per_sample_percent
,,,,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,estimated,reference,estimated,reference,estimated,reference,metric,metric,metric
participant,condition,phase,,,,,,,,,,,,,,,,,,,,,
VP_001,tsst,Prep,0,0,0,394,399,984,985,567,567,656,634,590.0,89,67,89.0,67,,,-22.0,22.0,32.83582089552239
VP_001,tsst,Prep,1,1,1,984,985,1569,1569,1156,1156,1199,1206,581.0,43,50,43.0,50,,,7.0,7.0,14.000000000000002
VP_001,tsst,Prep,2,2,2,1569,1569,2134,2134,1735,1735,1825,1811,557.0,90,76,90.0,76,,,-14.0,14.0,18.421052631578945
VP_001,tsst,Prep,3,3,3,2134,2134,2684,2684,2291,2291,2394,2382,546.0,103,91,103.0,91,,,-12.0,12.0,13.186813186813188
VP_001,tsst,Prep,4,4,4,2684,2684,3227,3227,2846,2846,2937,2926,541.0,91,80,91.0,80,,,-11.0,11.0,13.750000000000002
VP_001,tsst,Prep,5,5,5,3227,3227,3769,3769,3378,3378,3475,3456,543.0,97,78,97.0,78,,,-19.0,19.0,24.358974358974358
VP_001,tsst,Prep,6,6,6,3769,3769,4314,4314,3923,3923,4012,3996,546.0,89,73,89.0,73,,,-16.0,16.0,21.91780821917808
VP_001,tsst,Prep,7,7,7,4314,4314,4862,4863,4469,4469,4555,4542,550.0,86,73,86.0,73,,,-13.0,13.0,17.80821917808219
VP_001,tsst,Prep,8,8,8,4862,4863,5404,5404,5022,5022,5112,5102,537.0,90,80,90.0,80,,,-10.0,10.0,12.5
VP_001,tsst,Prep,9,9,9,5404,5404,5943,5943,5553,5553,5657,5637,540.0,104,84,104.0,84,,,-20.0,20.0,23.809523809523807
VP_001,tsst,Prep,10,10,10,5943,5943,6484,6484,6094,6094,6193,6183,541.0,99,89,99.0,89,,,-10.0,10.0,11.235955056179774
VP_001,tsst,Prep,11,11,11,6484,6484,7032,7032,6636,6636,6733,6709,552.0,97,73,97.0,73,,,-24.0,24.0,32.87671232876712
VP_001,tsst,Prep,12,12,12,7032,7032,7595,7595,7190,7190,7276,7256,569.0,86,66,86.0,66,,,-20.0,20.0,30.303030303030305
VP_001,tsst,Prep,13,13,13,7595,7595,8171,8171,7757,7757,7844,7826,580.0,87,69,87.0,69,,,-18.0,18.0,26.08695652173913
VP_001,tsst,Prep,14,14,14,8171,8171,8738,8738,8351,8351,8417,8406,560.0,66,55,66.0,55,,,-11.0,11.0,20.0
VP_001,tsst,Prep,15,15,15,8738,8738,9295,9295,8897,8897,8997,8975,556.0,100,78,100.0,78,,,-22.0,22.0,28.205128205128204
VP_001,tsst,Prep,16,16,16,9295,9295,9854,9854,9453,9453,9551,9537,560.0,98,84,98.0,84,,,-14.0,14.0,16.666666666666664
VP_001,tsst,Prep,17,17,17,9854,9854,10417,10417,10013,10013,10106,10096,565.0,93,83,93.0,83,,,-10.0,10.0,12.048192771084338
VP_001,tsst,Prep,18,18,18,10417,10417,10988,10988,10590,10590,10669,10651,574.0,79,61,79.0,61,,,-18.0,18.0,29.508196721311474
VP_001,tsst,Prep,19,19,19,10988,10988,11567,11567,11160,11160,11242,11228,582.0,82,68,82.0,68,,,-14.0,14.0,20.588235294117645
VP_001,tsst,Prep,20,20,20,11567,11567,12135,12135,11742,11742,11823,11808,560.0,81,66,81.0,66,,,-15.0,15.0,22.727272727272727
VP_001,tsst,Prep,21,21,21,12135,12135,12689,12689,12296,12296,12394,12387,551.0,98,91,98.0,91,,,-7.0,7.0,7.6923076923076925
VP_001,tsst,Prep,22,22,22,12689,12689,13239,13239,12858,12858,12944,12935,549.0,86,77,86.0,77,,,-9.0,9.0,11.688311688311687
VP_001,tsst,Prep,23,23,23,13239,13239,13788,13789,13393,13393,13486,13469,550.0,93,76,93.0,76,,,-17.0,17.0,22.36842105263158
VP_001,tsst,Prep,24,24,24,13788,13789,14338,14339,13945,13945,14031,14015,550.0,86,70,86.0,70,,,-16.0,16.0,22.857142857142858
