,,,,heartbeat_id,heartbeat_id,heartbeat_start_sample,heartbeat_start_sample,heartbeat_end_sample,heartbeat_end_sample,q_peak_sample,q_peak_sample,b_point_sample,b_point_sample,rr_interval_ms,rr_interval_ms,heart_rate_bpm,heart_rate_bpm,pep_sample,pep_sample,pep_ms,pep_ms,nan_reason,nan_reason,error_per_sample_ms,absolute_error_per_sample_ms,absolute_relative_error_per_sample_percent
,,,,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,metric,metric,metric
participant,condition,phase,,,,,,,,,,,,,,,,,,,,,,,,
VP_001,tsst,Prep,0,0,0,394,394,984,984,561,568,649,649,590.0,590.0,101.69491525423729,101.69491525423729,88,81,88.0,81.0,,,-7.0,7.0,8.641975308641975
VP_001,tsst,Prep,1,1,1,984,984,1569,1569,1151,1156,1207,1207,581.0,581.0,103.27022375215147,103.27022375215147,56,51,56.0,51.0,,,-5.0,5.0,9.803921568627452
VP_001,tsst,Prep,2,2,2,1569,1569,2134,2134,1732,1736,1815,1815,557.0,557.0,107.71992818671453,107.71992818671453,83,79,83.0,79.0,,,-4.0,4.0,5.063291139240507
VP_001,tsst,Prep,3,3,3,2134,2134,2684,2684,2289,2292,2386,2386,546.0,546.0,109.89010989010988,109.89010989010988,97,94,97.0,94.0,,,-3.0,3.0,3.1914893617021276
VP_001,tsst,Prep,4,4,4,2684,2684,3227,3227,2835,2844,2927,2927,541.0,541.0,110.90573012939001,110.90573012939001,92,83,92.0,83.0,,,-9.0,9.0,10.843373493975903
VP_001,tsst,Prep,5,5,5,3227,3227,3769,3769,3376,3380,3463,3463,543.0,543.0,110.49723756906077,110.49723756906077,87,83,87.0,83.0,,,-4.0,4.0,4.819277108433735
VP_001,tsst,Prep,6,6,6,3769,3769,4314,4314,3919,3922,4001,4001,546.0,546.0,109.89010989010988,109.89010989010988,82,79,82.0,79.0,,,-3.0,3.0,3.79746835443038
VP_001,tsst,Prep,7,7,7,4314,4314,4862,4862,4465,4474,4545,4545,550.0,550.0,109.09090909090908,109.09090909090908,80,71,80.0,71.0,,,-9.0,9.0,12.676056338028168
VP_001,tsst,Prep,8,8,8,4862,4862,5404,5404,5015,5023,5096,5096,537.0,537.0,111.73184357541899,111.73184357541899,81,73,81.0,73.0,,,-8.0,8.0,10.95890410958904
VP_001,tsst,Prep,9,9,9,5404,5404,5943,5942,5552,5556,5647,5647,540.0,540.0,111.1111111111111,111.1111111111111,95,91,95.0,91.0,,,-4.0,4.0,4.395604395604396
VP_001,tsst,Prep,10,10,10,5943,5942,6484,6483,6092,6098,6187,6187,541.0,541.0,110.90573012939001,110.90573012939001,95,89,95.0,89.0,,,-6.0,6.0,6.741573033707865
VP_001,tsst,Prep,11,11,11,6484,6483,7032,7032,6633,6638,6712,6712,552.0,552.0,108.69565217391303,108.69565217391303,79,74,79.0,74.0,,,-5.0,5.0,6.756756756756757
VP_001,tsst,Prep,12,12,12,7032,7032,7595,7595,7185,7193,7252,7252,569.0,569.0,105.4481546572935,105.4481546572935,67,59,67.0,59.0,,,-8.0,8.0,13.559322033898304
