,,,,heartbeat_id,heartbeat_id,heartbeat_start_sample,heartbeat_start_sample,heartbeat_end_sample,heartbeat_end_sample,q_peak_sample,q_peak_sample,b_point_sample,b_point_sample,rr_interval_ms,rr_interval_ms,heart_rate_bpm,heart_rate_bpm,pep_sample,pep_sample,pep_ms,pep_ms,nan_reason,nan_reason,error_per_sample_ms,absolute_error_per_sample_ms,absolute_relative_error_per_sample_percent
,,,,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,metric,metric,metric
participant,condition,phase,,,,,,,,,,,,,,,,,,,,,,,,
VP_001,tsst,Prep,0,0,0,394,394,984,984,559,568,616,649,590.0,590.0,101.69491525423729,101.69491525423729,57,81,57.0,81.0,,,24.0,24.0,29.629629629629626
VP_001,tsst,Prep,1,1,1,984,984,1569,1569,1149,1156,1197,1207,581.0,581.0,103.27022375215147,103.27022375215147,48,51,48.0,51.0,,,3.0,3.0,5.88235294117647
VP_001,tsst,Prep,2,2,2,1569,1569,2134,2134,1730,1736,1780,1815,557.0,557.0,107.71992818671453,107.71992818671453,50,79,50.0,79.0,,,29.0,29.0,36.708860759493675
VP_001,tsst,Prep,3,3,3,2134,2134,2684,2684,2287,2292,2339,2386,546.0,546.0,109.89010989010988,109.89010989010988,52,94,52.0,94.0,,,42.0,42.0,44.680851063829785
VP_001,tsst,Prep,4,4,4,2684,2684,3227,3227,2833,2844,2924,2927,541.0,541.0,110.90573012939001,110.90573012939001,91,83,91.0,83.0,,,-8.0,8.0,9.63855421686747
VP_001,tsst,Prep,5,5,5,3227,3227,3769,3769,3374,3380,3441,3463,543.0,543.0,110.49723756906077,110.49723756906077,67,83,67.0,83.0,,,16.0,16.0,19.27710843373494
VP_001,tsst,Prep,6,6,6,3769,3769,4314,4314,3917,3922,3968,4001,546.0,546.0,109.89010989010988,109.89010989010988,51,79,51.0,79.0,,,28.0,28.0,35.44303797468354
VP_001,tsst,Prep,7,7,7,4314,4314,4862,4862,4463,4474,4510,4545,550.0,550.0,109.09090909090908,109.09090909090908,47,71,47.0,71.0,,,24.0,24.0,33.80281690140845
VP_001,tsst,Prep,8,8,8,4862,4862,5404,5404,5013,5023,5070,5096,537.0,537.0,111.73184357541899,111.73184357541899,57,73,57.0,73.0,,,16.0,16.0,21.91780821917808
VP_001,tsst,Prep,9,9,9,5404,5404,5943,5942,5550,5556,5641,5647,540.0,540.0,111.1111111111111,111.1111111111111,91,91,91.0,91.0,,,0.0,0.0,0.0
VP_001,tsst,Prep,10,10,10,5943,5942,6484,6483,6090,6098,6182,6187,541.0,541.0,110.90573012939001,110.90573012939001,92,89,92.0,89.0,,,-3.0,3.0,3.3707865168539324
VP_001,tsst,Prep,11,11,11,6484,6483,7032,7032,6631,6638,6702,6712,552.0,552.0,108.69565217391303,108.69565217391303,71,74,71.0,74.0,,,3.0,3.0,4.054054054054054
VP_001,tsst,Prep,12,12,12,7032,7032,7595,7595,7183,7193,7249,7252,569.0,569.0,105.4481546572935,105.4481546572935,66,59,66.0,59.0,,,-7.0,7.0,11.864406779661017
