,,,,heartbeat_id,heartbeat_id,heartbeat_start_sample,heartbeat_start_sample,heartbeat_end_sample,heartbeat_end_sample,q_peak_sample,q_peak_sample,b_point_sample,b_point_sample,rr_interval_ms,rr_interval_ms,heart_rate_bpm,heart_rate_bpm,pep_sample,pep_sample,pep_ms,pep_ms,nan_reason,nan_reason,error_per_sample_ms,absolute_error_per_sample_ms,absolute_relative_error_per_sample_percent
,,,,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,metric,metric,metric
participant,condition,phase,,,,,,,,,,,,,,,,,,,,,,,,
VP_001,tsst,Prep,0,0,0,394,394,984,984,559,568,559,649,590.0,590.0,101.69491525423729,101.69491525423729,0,81,0.0,81.0,,,81.0,81.0,100.0
VP_001,tsst,Prep,1,1,1,984,984,1569,1569,1149,1156,1149,1207,581.0,581.0,103.27022375215147,103.27022375215147,0,51,0.0,51.0,,,51.0,51.0,100.0
VP_001,tsst,Prep,2,2,2,1569,1569,2134,2134,1730,1736,1777,1815,557.0,557.0,107.71992818671453,107.71992818671453,47,79,47.0,79.0,,,32.0,32.0,40.50632911392405
VP_001,tsst,Prep,3,3,3,2134,2134,2684,2684,2287,2292,2332,2386,546.0,546.0,109.89010989010988,109.89010989010988,45,94,45.0,94.0,,,49.0,49.0,52.12765957446809
VP_001,tsst,Prep,4,4,4,2684,2684,3227,3227,2833,2844,2886,2927,541.0,541.0,110.90573012939001,110.90573012939001,53,83,53.0,83.0,,,30.0,30.0,36.144578313253014
VP_001,tsst,Prep,5,5,5,3227,3227,3769,3769,3374,3380,3391,3463,543.0,543.0,110.49723756906077,110.49723756906077,17,83,17.0,83.0,,,66.0,66.0,79.51807228915662
VP_001,tsst,Prep,6,6,6,3769,3769,4314,4314,3917,3922,3939,4001,546.0,546.0,109.89010989010988,109.89010989010988,22,79,22.0,79.0,,,57.0,57.0,72.15189873417721
VP_001,tsst,Prep,7,7,7,4314,4314,4862,4862,4463,4474,4485,4545,550.0,550.0,109.09090909090908,109.09090909090908,22,71,22.0,71.0,,,49.0,49.0,69.01408450704226
VP_001,tsst,Prep,8,8,8,4862,4862,5404,5404,5013,5023,5066,5096,537.0,537.0,111.73184357541899,111.73184357541899,53,73,53.0,73.0,,,20.0,20.0,27.397260273972602
VP_001,tsst,Prep,9,9,9,5404,5404,5943,5942,5550,5556,5578,5647,540.0,540.0,111.1111111111111,111.1111111111111,28,91,28.0,91.0,,,63.0,63.0,69.23076923076923
VP_001,tsst,Prep,10,10,10,5943,5942,6484,6483,6090,6098,6096,6187,541.0,541.0,110.90573012939001,110.90573012939001,6,89,6.0,89.0,,,83.0,83.0,93.25842696629213
VP_001,tsst,Prep,11,11,11,6484,6483,7032,7032,6631,6638,6651,6712,552.0,552.0,108.69565217391303,108.69565217391303,20,74,20.0,74.0,,,54.0,54.0,72.97297297297297
VP_001,tsst,Prep,12,12,12,7032,7032,7595,7595,7183,7193,7205,7252,569.0,569.0,105.4481546572935,105.4481546572935,22,59,22.0,59.0,,,37.0,37.0,62.71186440677966
