,,,,heartbeat_id,heartbeat_id,heartbeat_start_sample,heartbeat_start_sample,heartbeat_end_sample,heartbeat_end_sample,q_peak_sample,q_peak_sample,b_point_sample,b_point_sample,rr_interval_ms,rr_interval_ms,heart_rate_bpm,heart_rate_bpm,pep_sample,pep_sample,pep_ms,pep_ms,nan_reason,nan_reason,error_per_sample_ms,absolute_error_per_sample_ms,absolute_relative_error_per_sample_percent
,,,,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,metric,metric,metric
participant,condition,phase,,,,,,,,,,,,,,,,,,,,,,,,
VP_001,tsst,Prep,0,0,0,394,394,984,984,559,568,666,649,590.0,590.0,101.69491525423729,101.69491525423729,107,81,107.0,81.0,,,-26.0,26.0,32.098765432098766
VP_001,tsst,Prep,1,1,1,984,984,1569,1569,1149,1156,1239,1207,581.0,581.0,103.27022375215147,103.27022375215147,90,51,90.0,51.0,,,-39.0,39.0,76.47058823529412
VP_001,tsst,Prep,2,2,2,1569,1569,2134,2134,1730,1736,1813,1815,557.0,557.0,107.71992818671453,107.71992818671453,83,79,83.0,79.0,,,-4.0,4.0,5.063291139240507
VP_001,tsst,Prep,3,3,3,2134,2134,2684,2684,2287,2292,2388,2386,546.0,546.0,109.89010989010988,109.89010989010988,101,94,101.0,94.0,,,-7.0,7.0,7.446808510638298
VP_001,tsst,Prep,4,4,4,2684,2684,3227,3227,2833,2844,2930,2927,541.0,541.0,110.90573012939001,110.90573012939001,97,83,97.0,83.0,,,-14.0,14.0,16.867469879518072
VP_001,tsst,Prep,5,5,5,3227,3227,3769,3769,3374,3380,3458,3463,543.0,543.0,110.49723756906077,110.49723756906077,84,83,84.0,83.0,,,-1.0,1.0,1.2048192771084338
VP_001,tsst,Prep,6,6,6,3769,3769,4314,4314,3917,3922,3994,4001,546.0,546.0,109.89010989010988,109.89010989010988,77,79,77.0,79.0,,,2.0,2.0,2.5316455696202533
VP_001,tsst,Prep,7,7,7,4314,4314,4862,4862,4463,4474,4537,4545,550.0,550.0,109.09090909090908,109.09090909090908,74,71,74.0,71.0,,,-3.0,3.0,4.225352112676056
VP_001,tsst,Prep,8,8,8,4862,4862,5404,5404,5013,5023,5122,5096,537.0,537.0,111.73184357541899,111.73184357541899,109,73,109.0,73.0,,,-36.0,36.0,49.31506849315068
VP_001,tsst,Prep,9,9,9,5404,5404,5943,5942,5550,5556,5650,5647,540.0,540.0,111.1111111111111,111.1111111111111,100,91,100.0,91.0,,,-9.0,9.0,9.89010989010989
VP_001,tsst,Prep,10,10,10,5943,5942,6484,6483,6090,6098,6185,6187,541.0,541.0,110.90573012939001,110.90573012939001,95,89,95.0,89.0,,,-6.0,6.0,6.741573033707865
VP_001,tsst,Prep,11,11,11,6484,6483,7032,7032,6631,6638,6708,6712,552.0,552.0,108.69565217391303,108.69565217391303,77,74,77.0,74.0,,,-3.0,3.0,4.054054054054054
VP_001,tsst,Prep,12,12,12,7032,7032,7595,7595,7183,7193,7250,7252,569.0,569.0,105.4481546572935,105.4481546572935,67,59,67.0,59.0,,,-8.0,8.0,13.559322033898304
