,,,,heartbeat_id,heartbeat_id,heartbeat_start_sample,heartbeat_start_sample,heartbeat_end_sample,heartbeat_end_sample,q_peak_sample,q_peak_sample,b_point_sample,b_point_sample,rr_interval_ms,rr_interval_ms,heart_rate_bpm,heart_rate_bpm,pep_sample,pep_sample,pep_ms,pep_ms,nan_reason,nan_reason,error_per_sample_ms,absolute_error_per_sample_ms,absolute_relative_error_per_sample_percent
,,,,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,metric,metric,metric
participant,condition,phase,,,,,,,,,,,,,,,,,,,,,,,,
VP_001,tsst,Prep,0,0,0,394,394,984,984,568,568,664,649,590.0,590.0,101.69491525423729,101.69491525423729,96,81,96.0,81.0,,,-15.0,15.0,18.51851851851852
VP_001,tsst,Prep,1,1,1,984,984,1569,1569,1156,1156,1247,1207,581.0,581.0,103.27022375215147,103.27022375215147,91,51,91.0,51.0,,,-40.0,40.0,78.43137254901961
VP_001,tsst,Prep,2,2,2,1569,1569,2134,2134,1736,1736,1836,1815,557.0,557.0,107.71992818671453,107.71992818671453,100,79,100.0,79.0,,,-21.0,21.0,26.582278481012654
VP_001,tsst,Prep,3,3,3,2134,2134,2684,2684,2292,2292,2396,2386,546.0,546.0,109.89010989010988,109.89010989010988,104,94,104.0,94.0,,,-10.0,10.0,10.638297872340425
VP_001,tsst,Prep,4,4,4,2684,2684,3227,3227,2844,2844,2941,2927,541.0,541.0,110.90573012939001,110.90573012939001,97,83,97.0,83.0,,,-14.0,14.0,16.867469879518072
VP_001,tsst,Prep,5,5,5,3227,3227,3769,3769,3380,3380,3480,3463,543.0,543.0,110.49723756906077,110.49723756906077,100,83,100.0,83.0,,,-17.0,17.0,20.481927710843372
VP_001,tsst,Prep,6,6,6,3769,3769,4314,4314,3922,3922,4022,4001,546.0,546.0,109.89010989010988,109.89010989010988,100,79,100.0,79.0,,,-21.0,21.0,26.582278481012654
VP_001,tsst,Prep,7,7,7,4314,4314,4862,4862,4474,4474,4568,4545,550.0,550.0,109.09090909090908,109.09090909090908,94,71,94.0,71.0,,,-23.0,23.0,32.3943661971831
VP_001,tsst,Prep,8,8,8,4862,4862,5404,5404,5023,5023,5121,5096,537.0,537.0,111.73184357541899,111.73184357541899,98,73,98.0,73.0,,,-25.0,25.0,34.24657534246575
VP_001,tsst,Prep,9,9,9,5404,5404,5943,5942,5556,5556,5660,5647,540.0,540.0,111.1111111111111,111.1111111111111,104,91,104.0,91.0,,,-13.0,13.0,14.285714285714285
VP_001,tsst,Prep,10,10,10,5943,5942,6484,6483,6098,6098,6199,6187,541.0,541.0,110.90573012939001,110.90573012939001,101,89,101.0,89.0,,,-12.0,12.0,13.48314606741573
VP_001,tsst,Prep,11,11,11,6484,6483,7032,7032,6638,6638,6739,6712,552.0,552.0,108.69565217391303,108.69565217391303,101,74,101.0,74.0,,,-27.0,27.0,36.486486486486484
VP_001,tsst,Prep,12,12,12,7032,7032,7595,7595,7193,7193,7289,7252,569.0,569.0,105.4481546572935,105.4481546572935,96,59,96.0,59.0,,,-37.0,37.0,62.71186440677966
