,,,heartbeat_id,heartbeat_id,heartbeat_start_sample,heartbeat_start_sample,heartbeat_end_sample,heartbeat_end_sample,q_peak_sample,q_peak_sample,b_point_sample,b_point_sample,rr_interval_ms,rr_interval_ms,heart_rate_bpm,heart_rate_bpm,pep_sample,pep_sample,pep_ms,pep_ms,nan_reason,nan_reason,error_per_sample_ms,absolute_error_per_sample_ms,absolute_relative_error_per_sample_percent
,,,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,estimated,reference,metric,metric,metric
participant,phase,,,,,,,,,,,,,,,,,,,,,,,,
GDN0005,Pause,0,0,0,352,352,808,808,500,491,578,578,912.0,912.0,65.78947368421052,65.78947368421052,78,87,156.0,174.0,,,18.0,18.0,10.344827586206897
GDN0005,Pause,1,1,1,808,808,1252,1252,956,948,1026,1026,874.0,874.0,68.64988558352402,68.64988558352402,70,78,140.0,156.0,,,16.0,16.0,10.256410256410255
GDN0005,Pause,2,2,2,1252,1252,1686,1686,1394,1385,1457,1457,864.0,864.0,69.44444444444444,69.44444444444444,63,72,126.0,144.0,,,18.0,18.0,12.5
GDN0005,Pause,3,3,3,1686,1686,2116,2115,1825,1819,1890,1890,858.0,858.0,69.93006993006993,69.93006993006993,65,71,130.0,142.0,,,12.0,12.0,8.450704225352112
GDN0005,Pause,4,4,4,2116,2115,2570,2570,2253,2247,2290,2290,936.0,936.0,64.1025641025641,64.1025641025641,37,43,74.0,86.0,,,12.0,12.0,13.953488372093023
GDN0005,Pause,5,5,5,2570,2570,3036,3036,2720,2715,2775,2775,928.0,928.0,64.6551724137931,64.6551724137931,55,60,110.0,120.0,,,10.0,10.0,8.333333333333332
GDN0005,Pause,6,6,6,3036,3036,3471,3471,3185,3178,3257,3257,840.0,840.0,71.42857142857143,71.42857142857143,72,79,144.0,158.0,,,14.0,14.0,8.860759493670885
GDN0005,Pause,7,7,7,3471,3471,3890,3890,3605,3596,3676,3676,836.0,836.0,71.77033492822967,71.77033492822967,71,80,142.0,160.0,,,18.0,18.0,11.25
GDN0005,Pause,8,8,8,3890,3890,4308,4308,4023,4015,4093,4093,838.0,838.0,71.59904534606206,71.59904534606206,70,78,140.0,156.0,,,16.0,16.0,10.256410256410255
GDN0005,Pause,9,9,9,4308,4308,4730,4730,4442,4437,4512,4512,846.0,846.0,70.92198581560284,70.92198581560284,70,75,140.0,150.0,,,10.0,10.0,6.666666666666667
GDN0005,Pause,10,10,10,4730,4730,5150,5150,4867,4858,4915,4915,838.0,838.0,71.59904534606206,71.59904534606206,48,57,96.0,114.0,,,18.0,18.0,15.789473684210526
GDN0005,Pause,11,11,11,5150,5150,5571,5571,5286,5279,5337,5337,842.0,842.0,71.25890736342043,71.25890736342043,51,58,102.0,116.0,,,14.0,14.0,12.068965517241379
GDN0005,Pause,13,13,13,6013,6013,6480,6480,6158,6151,6223,6223,948.0,948.0,63.29113924050633,63.29113924050633,65,72,130.0,144.0,,,14.0,14.0,9.722222222222223
GDN0005,Pause,14,14,14,6480,6480,6954,6954,6633,6627,6682,6682,948.0,948.0,63.29113924050633,63.29113924050633,49,55,98.0,110.0,,,12.0,12.0,10.909090909090908
GDN0005,Pause,15,15,15,6954,6954,7416,7416,7107,7100,7145,7145,912.0,912.0,65.78947368421052,65.78947368421052,38,45,76.0,90.0,,,14.0,14.0,15.555555555555555
GDN0005,Pause,16,16,16,7416,7416,7852,7852,7564,7555,7610,7610,850.0,850.0,70.58823529411765,70.58823529411765,46,55,92.0,110.0,,,18.0,18.0,16.363636363636363
GDN0005,Pause,17,17,17,7852,7852,8262,8262,7990,7981,8040,8040,804.0,804.0,74.62686567164178,74.62686567164178,50,59,100.0,118.0,,,18.0,18.0,15.254237288135593
GDN0005,Pause,18,18,18,8262,8262,8657,8657,8391,8384,8447,8447,782.0,782.0,76.72634271099744,76.72634271099744,56,63,112.0,126.0,,,14.0,14.0,11.11111111111111
GDN0005,Pause,19,19,19,8657,8657,9047,9047,8782,8773,8818,8818,778.0,778.0,77.12082262210797,77.12082262210797,36,45,72.0,90.0,,,18.0,18.0,20.0
GDN0005,Pause,20,20,20,9047,9047,9445,9445,9169,9163,9205,9205,806.0,806.0,74.44168734491315,74.44168734491315,36,42,72.0,84.0,,,12.0,12.0,14.285714285714285
GDN0005,Pause,21,21,21,9445,9445,9854,9854,9573,9566,9643,9643,824.0,824.0,72.81553398058253,72.81553398058253,70,77,140.0,154.0,,,14.0,14.0,9.090909090909092
GDN0005,Pause,22,22,22,9854,9854,10259,10259,9985,9978,10060,10060,804.0,804.0,74.62686567164178,74.62686567164178,75,82,150.0,164.0,,,14.0,14.0,8.536585365853659
GDN0005,Pause,23,23,23,10259,10259,10683,10683,10387,10381,10459,10459,872.0,872.0,68.80733944954129,68.80733944954129,72,78,144.0,156.0,,,12.0,12.0,7.6923076923076925
GDN0005,Pause,24,24,24,10683,10683,11132,11132,10823,10816,10878,10878,912.0,912.0,65.78947368421052,65.78947368421052,55,62,110.0,124.0,,,14.0,14.0,11.29032258064516
GDN0005,Pause,25,25,25,11132,11132,11590,11590,11281,11272,11339,11339,916.0,916.0,65.50218340611353,65.50218340611353,58,67,116.0,134.0,,,18.0,18.0,13.432835820895523
GDN0005,Pause,26,26,26,11590,11590,12042,12042,11738,11730,11795,11795,900.0,900.0,66.66666666666667,66.66666666666667,57,65,114.0,130.0,,,16.0,16.0,12.307692307692308
GDN0005,Pause,27,27,27,12042,12042,12515,12515,12188,12181,12250,12250,968.0,968.0,61.98347107438017,61.98347107438017,62,69,124.0,138.0,,,14.0,14.0,10.144927536231885
GDN0005,Pause,28,28,28,12515,12515,13015,13015,12671,12666,12738,12738,1018.0,1018.0,58.93909626719057,58.93909626719057,67,72,134.0,144.0,,,10.0,10.0,6.944444444444445
GDN0005,Pause,29,29,29,13015,13015,13517,13517,13180,13174,13241,13241,996.0,996.0,60.24096385542169,60.24096385542169,61,67,122.0,134.0,,,12.0,12.0,8.955223880597014
GDN0005,Pause,30,30,30,13517,13517,14013,14013,13678,13671,13728,13728,990.0,990.0,60.60606060606061,60.60606060606061,50,57,100.0,114.0,,,14.0,14.0,12.280701754385964
GDN0005,Pause,31,31,31,14013,14013,14501,14501,14174,14166,14234,14234,968.0,968.0,61.98347107438017,61.98347107438017,60,68,120.0,136.0,,,16.0,16.0,11.76470588235294
GDN0005,Pause,32,32,32,14501,14501,14981,14981,14658,14651,14725,14725,958.0,958.0,62.63048016701462,62.63048016701462,67,74,134.0,148.0,,,14.0,14.0,9.45945945945946
GDN0005,Pause,33,33,33,14981,14981,15460,15460,15137,15129,15188,15188,956.0,956.0,62.761506276150634,62.761506276150634,51,59,102.0,118.0,,,16.0,16.0,13.559322033898304
GDN0005,Pause,34,34,34,15460,15460,15925,15925,15615,15605,15666,15666,916.0,916.0,65.50218340611353,65.50218340611353,51,61,102.0,122.0,,,20.0,20.0,16.39344262295082
GDN0005,Pause,35,35,35,15925,15925,16379,16379,16074,16065,16126,16126,906.0,906.0,66.2251655629139,66.2251655629139,52,61,104.0,122.0,,,18.0,18.0,14.754098360655737
GDN0005,Pause,36,36,36,16379,16379,16836,16836,16526,16515,16574,16574,916.0,916.0,65.50218340611353,65.50218340611353,48,59,96.0,118.0,,,22.0,22.0,18.64406779661017
GDN0005,Pause,37,37,37,16836,16836,17310,17310,16983,16977,17050,17050,966.0,966.0,62.11180124223603,62.11180124223603,67,73,134.0,146.0,,,12.0,12.0,8.21917808219178
GDN0005,Pause,38,38,38,17310,17310,17802,17802,17466,17459,17537,17537,994.0,994.0,60.36217303822938,60.36217303822938,71,78,142.0,156.0,,,14.0,14.0,8.974358974358974
GDN0005,Pause,39,39,39,17802,17802,18294,18294,17963,17957,18012,18012,980.0,980.0,61.224489795918366,61.224489795918366,49,55,98.0,110.0,,,12.0,12.0,10.909090909090908
GDN0005,Pause,40,40,40,18294,18294,18788,18788,18454,18445,18520,18520,992.0,992.0,60.483870967741936,60.483870967741936,66,75,132.0,150.0,,,18.0,18.0,12.0
GDN0005,Pause,41,41,41,18788,18788,19282,19282,18949,18941,19008,19008,986.0,986.0,60.851926977687626,60.851926977687626,59,67,118.0,134.0,,,16.0,16.0,11.940298507462686
